label,count,parent,id
rednex,1,what/1994,what/1994/rednex
musicians,1,what,what/musicians
were,1,what/musicians,what/musicians/were
roque,1,who/did,who/did/roque
jamaica,1,how/did,how/did/jamaica
aisling,1,did,did/aisling
loftus,1,did/aisling,did/aisling/loftus
byrdmaniax,1,when/was,when/was/byrdmaniax
popular,1,how/many,how/many/popular
kim,2,what/did,what/did/kim
shot,1,which/aircrafts,which/aircrafts/shot
australia,2,how/did,how/did/australia
been,2,who/has,who/has/been
alastair,1,what/did,what/did/alastair
projects,1,in/what,in/what/projects
capacity,2,in/what,in/what/capacity
admiral,2,when/did,when/did/admiral
medals,2,who/won,who/won/medals
the,2,how,how/the
hub,1,how/the,how/the/hub
alba,1,how/did,how/did/alba
tony,1,in/which,in/which/tony
dionne,1,how/did,how/did/dionne
filament,1,how/much,how/much/filament
one,2,when/was,when/was/one
federer,1,did,did/federer
and,1,did/federer,did/federer/and
races,3,what,what/races
in,1,what/races,what/races/in
andy,1,what,what/andy
warhol,1,what/andy,what/andy/warhol
peter,1,did,did/peter
deluise,1,did/peter,did/peter/deluise
ships,10,how/many,how/many/ships
nemanja,1,who/did,who/did/nemanja
japan,1,how/did,how/did/japan
men,2,what,what/men
s,1,what/men,what/men/s
murray,1,what/were,what/were/murray
dawud,1,where/did,where/did/dawud
césar,1,what/did,what/did/césar
kansas,1,who/won,who/won/kansas
viktor,1,what/is,what/is/viktor
machines,1,which,which/machines
were,1,which/machines,which/machines/were
and,1,which/labels,which/labels/and
francesca,1,what/did,what/did/francesca
ontario,1,which,which/ontario
colleges,1,which/ontario,which/ontario/colleges
locomotives,1,what,what/locomotives
were,1,what/locomotives,what/locomotives/were
sheffield,1,who/did,who/did/sheffield
carson,1,what/was,what/was/carson
james,3,what/was,what/was/james
indian,1,which,which/indian
language,1,which/indian,which/indian/language
artist,1,did/any,did/any/artist
kathryn,1,what/is,what/is/kathryn
parson,1,which/the,which/the/parson
lisette,1,did,did/lisette
oropesa,1,did/lisette,did/lisette/oropesa
was,6,what/films,what/films/was
junctions,1,which,which/junctions
does,1,which/junctions,which/junctions/does
on,3,when/and,when/and/on
referendum,1,did/the,did/the/referendum
jamaican,1,did/any,did/any/jamaican
bernard,1,what/were,what/were/bernard
emus,1,what,what/emus
do,1,what/emus,what/emus/do
anjali,1,what/did,what/did/anjali
did,10,which/awards,which/awards/did
ramanathan,1,what/did,what/did/ramanathan
mexico,1,how/did,how/did/mexico
happend,1,what,what/happend
to,1,what/happend,what/happend/to
hedwig,1,who/is,who/is/hedwig
where,1,who,who/where
the,1,who/where,who/where/the
will,1,how,how/will
the,1,how/will,how/will/the
terms,1,which,which/terms
did,1,which/terms,which/terms/did
missy,1,did,did/missy
franklin,1,did/missy,did/missy/franklin
locomotives,4,how/many,how/many/locomotives
hayle,1,what/is,what/is/hayle
did,10,what/album,what/album/did
can,1,which/routes,which/routes/can
hosts,1,which,which/hosts
have,1,which/hosts,which/hosts/have
lyudmila,1,what/are,what/are/lyudmila
tyrone,1,how/did,how/did/tyrone
received,3,how/well,how/well/received
george,3,did,did/george
sluizer,1,did/george,did/george/sluizer
has,1,what/music,what/music/has
shri,1,when/did,when/did/shri
defeated,1,what/party,what/party/defeated
badd,1,what/is,what/is/badd
jang,1,how/did,how/did/jang
gordon,2,when/did,when/did/gordon
nelson,2,how/did,how/did/nelson
introduced,1,who,who/introduced
the,1,who/introduced,who/introduced/the
from,3,who,who/from
sinn,1,who/from,who/from/sinn
mathghamhain,1,who/succeeded,who/succeeded/mathghamhain
generations,1,what,what/generations
did,1,what/generations,what/generations/did
david,2,how/did,how/did/david
did,15,what/film,what/film/did
in,2,what/roles,what/roles/in
rajkumar,1,what/was,what/was/rajkumar
dna,1,how/much,how/much/dna
frank,2,how/did,how/did/frank
models,3,what,what/models
were,2,what/models,what/models/were
clemson,1,who/did,who/did/clemson
mócheno,1,how/many,how/many/mócheno
teesri,1,what/is,what/is/teesri
from,1,who/are,who/are/from
received,1,which/candidates,which/candidates/received
innings,1,how/many,how/many/innings
cristy,1,who/is,who/is/cristy
jolyn,1,when/was,when/was/jolyn
audio,1,what/are,what/are/audio
roller,1,what,what/roller
coasters,1,what/roller,what/roller/coasters
wpa,1,what/two,what/two/wpa
matches,1,which,which/matches
did,1,which/matches,which/matches/did
king,1,who/was,who/was/king
two,1,what/were,what/were/two
stages,19,how/many,how/many/stages
ottawa,1,what/were,what/were/ottawa
shim,1,did,did/shim
eun,1,did/shim,did/shim/eun
asteroids,1,how/many,how/many/asteroids
wcic,1,are,are/wcic
broadcasts,1,are/wcic,are/wcic/broadcasts
juan,1,who/is,who/is/juan
frank,1,who/succeeded,who/succeeded/frank
tyler,1,how/did,how/did/tyler
william,1,what/did,what/did/william
play,1,which/teams,which/teams/play
planes,1,which/number,which/number/planes
aircrafts,4,what,what/aircrafts
does,2,what/aircrafts,what/aircrafts/does
guest,1,who/made,who/made/guest
streets,1,what,what/streets
does,1,what/streets,what/streets/does
vr,1,which,which/vr
class,1,which/vr,which/vr/class
important,1,how,how/important
is,1,how/important,how/important/is
theater,2,what,what/theater
roles,1,what/theater,what/theater/roles
films,30,which,which/films
did,22,which/films,which/films/did
features,1,who,who/features
on,1,who/features,who/features/on
gaven,1,what/did,what/did/gaven
performed,1,what/album,what/album/performed
jameis,1,how/did,how/did/jameis
movies,31,what,what/movies
did,25,what/movies,what/movies/did
rbi,1,how/many,how/many/rbi
ottowa,1,did/the,did/the/ottowa
david,2,what/were,what/were/david
rancho,1,when,when/rancho
sold,1,when/rancho,when/rancho/sold
vipul,1,did,did/vipul
gupta,1,did/vipul,did/vipul/gupta
over,1,which/director,which/director/over
models,1,which/two,which/two/models
hedrick,1,how/did,how/did/hedrick
own,1,who,who/own
the,1,who/own,who/own/the
h,1,how/many,how/many/h
sara,1,did,did/sara
bareilles,1,did/sara,did/sara/bareilles
recently,1,who/won,who/won/recently
series,1,when/were,when/were/series
georgia,1,how/did,how/did/georgia
and,6,what/role,what/role/and
seals,1,how/many,how/many/seals
national,1,what,what/national
preserves,1,what/national,what/national/preserves
numbers,1,which/unit,which/unit/numbers
sri,1,what/was,what/was/sri
roles,24,which,which/roles
and,3,which/roles,which/roles/and
zhao,1,did,did/zhao
wen,1,did/zhao,did/zhao/wen
howitzer,1,how/many,how/many/howitzer
apple,1,how/did,how/did/apple
caeleb,1,did,did/caeleb
dressel,1,did/caeleb,did/caeleb/dressel
tyrod,1,what/did,what/did/tyrod
trains,2,which,which/trains
were,1,which/trains,which/trains/were
guest,3,which,which/guest
appearances,1,which/guest,which/guest/appearances
strange,1,what/is,what/is/strange
convoys,1,which,which/convoys
did,1,which/convoys,which/convoys/did
gn,1,what,what/gn
numbers,1,what/gn,what/gn/numbers
gateshead,1,what/did,what/did/gateshead
wavelengths,1,what,what/wavelengths
do,1,what/wavelengths,what/wavelengths/do
channels,2,how/many,how/many/channels
scored,1,who/has,who/has/scored
bitter,1,what/is,what/is/bitter
bell,1,where/did,where/did/bell
roger,1,did,did/roger
kennerson,1,did/roger,did/roger/kennerson
deals,1,what,what/deals
did,1,what/deals,what/deals/did
planets,2,which,which/planets
have,1,which/planets,which/planets/have
kid,1,when/was,when/was/kid
final,1,when/was,when/was/final
chopra,2,how/did,how/did/chopra
east,1,did/the,did/the/east
competitions,1,in/what,in/what/competitions
plays,4,what,what/plays
featured,1,what/plays,what/plays/featured
book,1,which,which/book
of,1,which/book,which/book/of
monarchs,1,which,which/monarchs
were,1,which/monarchs,which/monarchs/were
jim,1,how/is,how/is/jim
2014,2,which,which/2014
matches,1,which/2014,which/2014/matches
frequencies,3,what,what/frequencies
does,2,what/frequencies,what/frequencies/does
tapas,1,what/did,what/did/tapas
lee,4,how/did,how/did/lee
william,1,what/caused,what/caused/william
was,4,which/years,which/years/was
greg,1,what/did,what/did/greg
bogosian,1,who/succeeded,who/succeeded/bogosian
service,1,how/many,how/many/service
monica,1,when/was,when/was/monica
does,1,what/power,what/power/does
boardman,1,when/did,when/did/boardman
cosponsors,1,how/many,how/many/cosponsors
mike,1,who/did,who/did/mike
three,1,when/were,when/were/three
undergraduate,1,what/is,what/is/undergraduate
gulnara,1,how/did,how/did/gulnara
england,1,how/did,how/did/england
and,1,what/rank,what/rank/and
szczeglice,1,what/were,what/were/szczeglice
gold,2,who/won,who/won/gold
romina,1,what/is,what/is/romina
t,1,when/was,when/was/t
buck,1,how/did,how/did/buck
civilians,1,how/many,how/many/civilians
their,1,who/started,who/started/their
sylvie,1,how/did,how/did/sylvie
under,1,when/and,when/and/under
runways,1,how/many,how/many/runways
do,4,what,what/do
il,1,what/do,what/do/il
won,1,which,which/won
the,1,which/won,which/won/the
by,1,which/films,which/films/by
secret,1,when/did,when/did/secret
left,1,which/players,which/players/left
jewel,1,what/is,what/is/jewel
over,2,who/took,who/took/over
the,1,where/do,where/do/the
philadelphia,1,who/s,who/s/philadelphia
have,1,which/games,which/games/have
close,8,how,how/close
was,7,how/close,how/close/was
el,1,who/beat,who/beat/el
airlines,1,which,which/airlines
provided,1,which/airlines,which/airlines/provided
at,3,what/happened,what/happened/at
through,2,when/and,when/and/through
busan,1,does,does/busan
have,1,does/busan,does/busan/have
wetaskiwin,1,who/was,who/was/wetaskiwin
bradford,1,when/was,when/was/bradford
were,1,what/works,what/works/were
named,5,who/was,who/was/named
sebastian,1,what/did,what/did/sebastian
ears,1,how/many,how/many/ears
did,1,which/episodes,which/episodes/did
joan,1,how/was,how/was/joan
unesco,1,how/many,how/many/unesco
who,7,by,by/who
proclaimed,1,who/was,who/was/proclaimed
boy,1,what/is,what/is/boy
republicans,3,how/many,how/many/republicans
artists,1,did/any,did/any/artists
participated,4,who,who/participated
in,4,who/participated,who/participated/in
barbara,1,what/was,what/was/barbara
connected,1,which/line,which/line/connected
hong,1,what/was,what/was/hong
vehicles,1,what,what/vehicles
were,1,what/vehicles,what/vehicles/were
cao,1,what/did,what/did/cao
statistics,1,what,what/statistics
made,1,what/statistics,what/statistics/made
any,2,does,does/any
country,1,does/any,does/any/country
björn,1,did,did/björn
forslund,1,did/björn,did/björn/forslund
hurricane,1,what/was,what/was/hurricane
anisian,1,what/is,what/is/anisian
programs,1,which/television,which/television/programs
luke,1,how/was,how/was/luke
are,5,how,how/are
the,3,how/are,how/are/the
helicopters,1,how/many,how/many/helicopters
jeff,1,what/were,what/were/jeff
bipin,1,what/was,what/was/bipin
maxjazz,1,what/did,what/did/maxjazz
naa,1,what/is,what/is/naa
numbers,1,what/fleet,what/fleet/numbers
renaissance,1,which,which/renaissance
center,1,which/renaissance,which/renaissance/center
fort,1,what/was,what/was/fort
fireless,1,which,which/fireless
steam,1,which/fireless,which/fireless/steam
malaya,1,how/did,how/did/malaya
aocs,1,what,what/aocs
are,1,what/aocs,what/aocs/are
linde,1,what/were,what/were/linde
any,2,are,are/any
locomotive,1,are/any,are/any/locomotive
many,1,what,what/many
candidates,1,what/many,what/many/candidates
kinchen,1,what/did,what/did/kinchen
ralph,1,did,did/ralph
breyer,1,did/ralph,did/ralph/breyer
italy,1,who/did,who/did/italy
often,6,how,how/often
did,4,how/often,how/often/did
held,1,which/players,which/players/held
bethel,1,what/did,what/did/bethel
matignon,1,what/was,what/was/matignon
did,3,which/players,which/players/did
cargo,1,how/much,how/much/cargo
rafael,1,how/did,how/did/rafael
quarterback,1,which,which/quarterback
player,1,which/quarterback,which/quarterback/player
isotopes,1,which,which/isotopes
in,1,which/isotopes,which/isotopes/in
radio,1,what,what/radio
one,1,what/radio,what/radio/one
bruton,1,who/succeeded,who/succeeded/bruton
amplifiers,1,which,which/amplifiers
did,1,which/amplifiers,which/amplifiers/did
albert,1,when/was,when/was/albert
performed,1,which/country,which/country/performed
extended,1,how/many,how/many/extended
pastrana,1,how/did,how/did/pastrana
performance,3,what,what/performance
earned,1,what/performance,what/performance/earned
marc,2,what/was,what/was/marc
controls,1,who,who/controls
nevada,1,who/controls,who/controls/nevada
interstate,1,what,what/interstate
routes,1,what/interstate,what/interstate/routes
non,2,what,what/non
australian,1,what/non,what/non/australian
geographic,3,which,which/geographic
regions,2,which/geographic,which/geographic/regions
governor,1,who/became,who/became/governor
from,7,how/far,how/far/from
bangladesh,1,how/was,how/was/bangladesh
mcc,1,how/did,how/did/mcc
joo,1,how/did,how/did/joo
and,5,what/year,what/year/and
miami,1,who/were,who/were/miami
of,2,what/model,what/model/of
locomotives,3,which,which/locomotives
became,1,which/locomotives,which/locomotives/became
wyse,1,what/did,what/did/wyse
change,2,what,what/change
happened,2,what/change,what/change/happened
was,13,what/awards,what/awards/was
sang,3,who,who/sang
unikan,1,who/sang,who/sang/unikan
competitions,4,which,which/competitions
did,4,which/competitions,which/competitions/did
in,1,who/tied,who/tied/in
which,4,when/and,when/and/which
raagam,1,what/is,what/is/raagam
unconstituted,1,which,which/unconstituted
localities,1,which/unconstituted,which/unconstituted/localities
jumboized,1,how,how/jumboized
was,1,how/jumboized,how/jumboized/was
banks,1,how/large,how/large/banks
each,3,did,did/each
candidate,2,did/each,did/each/candidate
jack,1,what/did,what/did/jack
braga,1,how/did,how/did/braga
craig,1,how/did,how/did/craig
newspapers,1,which,which/newspapers
have,1,which/newspapers,which/newspapers/have
lake,1,where/was,where/was/lake
bulgaria,1,how/did,how/did/bulgaria
1998,2,which,which/1998
films,1,which/1998,which/1998/films
videos,1,in/what,in/what/videos
ago,4,how/long,how/long/ago
episodes,1,when/did,when/did/episodes
costs,1,which/player,which/player/costs
applications,1,how/many,how/many/applications
did,1,what/aircraft,what/aircraft/did
tatyana,1,what/did,what/did/tatyana
aditi,1,what/did,what/did/aditi
forsyth,1,when/did,when/did/forsyth
speedway,1,did,did/speedway
grand,1,did/speedway,did/speedway/grand
michelle,1,did,did/michelle
kwan,1,did/michelle,did/michelle/kwan
dudley,1,when/was,when/was/dudley
furlong,1,when/did,when/did/furlong
schools,1,who,who/schools
were,1,who/schools,who/schools/were
mili,1,what/were,what/were/mili
did,1,which/production,which/production/did
folios,1,which,which/folios
contained,1,which/folios,which/folios/contained
sports,3,which,which/sports
can,1,which/sports,which/sports/can
cities,3,what,what/cities
were,1,what/cities,what/cities/were
are,1,which/numbers,which/numbers/are
max,1,how/did,how/did/max
exact,1,what,what/exact
action,1,what/exact,what/exact/action
turbofans,1,what,what/turbofans
does,1,what/turbofans,what/turbofans/does
steven,1,when/did,when/did/steven
sailing,1,which,which/sailing
classes,1,which/sailing,which/sailing/classes
james,2,when/did,when/did/james
ad,1,what/years,what/years/ad
nils,1,where/was,where/was/nils
hippolyte,1,what/did,what/did/hippolyte
completed,1,how/many,how/many/completed
is,1,how/good,how/good/is
recieved,1,who,who/recieved
the,1,who/recieved,who/recieved/the
older,1,how/many,how/many/older
with,1,which/drivers,which/drivers/with
did,7,which/film,which/film/did
ucla,1,when/did,when/did/ucla
all,1,who/led,who/led/all
memory,2,how/much,how/much/memory
categories,2,in/what,in/what/categories
athletes,1,what,what/athletes
on,1,what/athletes,what/athletes/on
south,1,how/does,how/does/south
did,1,which/conference,which/conference/did
is,3,how/big,how/big/is
han,2,how/did,how/did/han
altitude,1,what,what/altitude
are,1,what/altitude,what/altitude/are
group,1,in/which,in/which/group
leyla,1,when/were,when/were/leyla
won,7,which/team,which/team/won
pollara,1,did,did/pollara
cobb,1,did/pollara,did/pollara/cobb
raffaello,1,when/were,when/were/raffaello
itu,1,what,what/itu
t,1,what/itu,what/itu/t
ben,1,what/were,what/were/ben
bethel,1,how/did,how/did/bethel
uta,1,which,which/uta
70,1,which/uta,which/uta/70
companies,2,which,which/companies
own,1,which/companies,which/companies/own
thomas,1,what/was,what/was/thomas
did,7,what/series,what/series/did
production,1,in/what,in/what/production
gma,1,what,what/gma
film,1,what/gma,what/gma/film
william,2,when/did,when/did/william
tim,1,when/did,when/did/tim
number,1,what/are,what/are/number
malaysia,1,what/is,what/is/malaysia
game,1,how/was,how/was/game
surviving,1,how/many,how/many/surviving
theatre,2,which,which/theatre
play,1,which/theatre,which/theatre/play
jonathan,1,what/s,what/s/jonathan
b75,1,is/the,is/the/b75
the,1,how/has,how/has/the
general,1,who/replaced,who/replaced/general
achievements,1,what,what/achievements
do,1,what/achievements,what/achievements/do
joined,1,which/players,which/players/joined
of,2,which/episodes,which/episodes/of
were,1,what/location,what/location/were
toronto,1,which,which/toronto
rock,1,which/toronto,which/toronto/rock
jacky,1,what/were,what/were/jacky
kari,1,when/did,when/did/kari
nominations,15,what,what/nominations
did,12,what/nominations,what/nominations/did
ranks,1,what,what/ranks
of,1,what/ranks,what/ranks/of
did,1,which/model,which/model/did
boeing,2,what,what/boeing
planes,1,what/boeing,what/boeing/planes
jamar,1,what/was,what/was/jamar
kink,1,what,what/kink
of,1,what/kink,what/kink/of
richard,1,did,did/richard
edmonds,1,did/richard,did/richard/edmonds
natasha,1,when/did,when/did/natasha
length,1,is/the,is/the/length
maps,1,what/did,what/did/maps
al,1,who/replaced,who/replaced/al
was,3,what/role,what/role/was
striker,1,what/is,what/is/striker
luzern,1,did,did/luzern
participate,1,did/luzern,did/luzern/participate
blunderbuss,1,what/were,what/were/blunderbuss
for,1,who/wrote,who/wrote/for
gooch,1,how/did,how/did/gooch
clemson,1,how/were,how/were/clemson
represented,1,which/drivers,which/drivers/represented
wei,1,where/did,where/did/wei
bad,1,how,how/bad
is,1,how/bad,how/bad/is
dakota,1,what/did,what/did/dakota
beat,2,which/team,which/team/beat
video,1,in/which,in/which/video
china,1,what/was,what/was/china
scored,1,which/players,which/players/scored
left,2,who,who/left
the,1,who/left,who/left/the
visitor,1,how/many,how/many/visitor
lindwall,1,how/did,how/did/lindwall
to,1,is/home,is/home/to
tv,2,in/what,in/what/tv
on,1,what/stations,what/stations/on
midnight,1,when/was,when/was/midnight
volvo,1,which/model,which/model/volvo
states,1,in/which,in/which/states
were,1,what/films,what/films/were
elizabeth,1,what/is,what/is/elizabeth
editions,1,what,what/editions
and,1,what/editions,what/editions/and
did,3,what/plays,what/plays/did
hourglass,1,when/was,when/was/hourglass
wooddell,1,what/are,what/are/wooddell
dna,1,what/does,what/does/dna
1999,1,when,when/1999
did,1,when/1999,when/1999/did
texas,1,which,which/texas
league,1,which/texas,which/texas/league
kara,1,what,what/kara
patrol,1,what/kara,what/kara/patrol
colophon,1,what/is,what/is/colophon
would,2,how,how/would
you,2,how/would,how/would/you
were,1,which/locomotives,which/locomotives/were
netherlands,2,did/the,did/the/netherlands
cars,4,what,what/cars
did,3,what/cars,what/cars/did
movie,1,did/the,did/the/movie
passion,1,how/did,how/did/passion
titanean,1,what,what/titanean
mountains,1,what/titanean,what/titanean/mountains
did,1,which/ships,which/ships/did
joni,1,how/did,how/did/joni
george,1,where/did,where/did/george
india,1,how/was,how/was/india
acts,1,which,which/acts
were,1,which/acts,which/acts/were
prithviraj,1,what/were,what/were/prithviraj
pakistan,2,how/did,how/did/pakistan
raf,1,which,which/raf
squadrons,1,which/raf,which/raf/squadrons
rhine,1,how/did,how/did/rhine
thorne,1,when/did,when/did/thorne
syracuse,1,how/did,how/did/syracuse
jerick,1,how/did,how/did/jerick
do,1,what/values,what/values/do
flight,1,which/top,which/top/flight
pojamas,1,which,which/pojamas
were,1,which/pojamas,which/pojamas/were
were,1,what/cars,what/cars/were
alaska,1,how/did,how/did/alaska
braulio,1,when/was,when/was/braulio
bosnia,1,when/did,when/did/bosnia
broad,1,how,how/broad
was,1,how/broad,how/broad/was
drew,1,what/event,what/event/drew
by,1,what/record,what/record/by
volume,1,which,which/volume
is,1,which/volume,which/volume/is
season,1,who/won,who/won/season
performances,1,what,what/performances
were,1,what/performances,what/performances/were
group,1,what/race,what/race/group
sakura,1,when/was,when/was/sakura
votes,1,did/the,did/the/votes
was,1,which/brigade,which/brigade/was
teams,2,which/2,which/2/teams
to,1,where,where/to
where,1,where/to,where/to/where
men,1,which/the,which/the/men
vikram,1,what/were,what/were/vikram
holman,1,what/was,what/was/holman
is,4,what/roles,what/roles/is
danko,1,when/did,when/did/danko
do,1,what/albums,what/albums/do
verbs,1,what/are,what/are/verbs
athletes,5,which,which/athletes
were,1,which/athletes,which/athletes/were
man,1,who/was,who/was/man
karan,1,what/did,what/did/karan
muratt,1,who/did,who/did/muratt
are,1,which/locomotives,which/locomotives/are
roller,1,how/many,how/many/roller
weeks,1,which/all,which/all/weeks
b,1,when/has,when/has/b
nj,2,which,which/nj
bus,1,which/nj,which/nj/bus
debra,1,when/did,when/did/debra
tp,1,did,did/tp
mazembe,1,did/tp,did/tp/mazembe
by,1,which/titles,which/titles/by
numbers,1,what,what/numbers
did,1,what/numbers,what/numbers/did
leopold,1,who/succeeded,who/succeeded/leopold
won,1,what/teams,what/teams/won
approaches,1,which/year,which/year/approaches
klaus,1,did,did/klaus
win,1,did/klaus,did/klaus/win
hartlepool,1,when/was,when/was/hartlepool
numbered,1,which/routes,which/routes/numbered
india,2,how/did,how/did/india
public,1,which,which/public
offices,1,which/public,which/public/offices
segments,1,what,what/segments
of,1,what/segments,what/segments/of
of,1,which/model,which/model/of
changed,1,who,who/changed
team,1,who/changed,who/changed/team
runways,1,what,what/runways
of,1,what/runways,what/runways/of
rover,1,which/range,which/range/rover
artists,1,what,what/artists
covered,1,what/artists,what/artists/covered
does,1,how/far,how/far/does
entered,1,which/teams,which/teams/entered
warner,2,when/did,when/did/warner
added,1,are/the,are/the/added
battalions,1,what,what/battalions
are,1,what/battalions,what/battalions/are
labels,1,what/record,what/record/labels
leading,2,who/was,who/was/leading
coe,1,how/did,how/did/coe
jiro,1,what/did,what/did/jiro
shinya,1,did,did/shinya
tsukamoto,1,did/shinya,did/shinya/tsukamoto
sultan,1,who/was,who/was/sultan
pci,1,how/did,how/did/pci
games,2,which/two,which/two/games
betsch,1,where/was,where/was/betsch
rooms,1,which,which/rooms
does,1,which/rooms,which/rooms/does
latin,1,what,what/latin
grammy,1,what/latin,what/latin/grammy
bear,1,when/was,when/was/bear
command,1,who/took,who/took/command
moons,1,which,which/moons
in,1,which/moons,which/moons/in
were,6,what/events,what/events/were
fukuda,1,how/did,how/did/fukuda
and,1,who/directed,who/directed/and
held,1,what/is,what/is/held
tourist,1,what,what/tourist
locations,1,what/tourist,what/tourist/locations
lakshmy,1,what/has,what/has/lakshmy
nominations,12,how/many,how/many/nominations
doug,1,which,which/doug
and,1,which/doug,which/doug/and
and,1,which/show,which/show/and
sumner,1,when/did,when/did/sumner
gianluca,1,how/was,how/was/gianluca
telugu,1,which,which/telugu
movies,1,which/telugu,which/telugu/movies
awarded,2,who/was,who/was/awarded
michigan,1,what/did,what/did/michigan
for,1,who/scored,who/scored/for
germans,2,how/many,how/many/germans
john,1,which/of,which/of/john
pierre,2,how/did,how/did/pierre
were,3,how/long,how/long/were
stefan,1,who/succeeded,who/succeeded/stefan
overhauled,1,who/is,who/is/overhauled
dundee,1,how/did,how/did/dundee
signed,1,which/players,which/players/signed
lydiadas,1,when/was,when/was/lydiadas
abdallah,1,did,did/abdallah
salem,1,did/abdallah,did/abdallah/salem
better,1,who/performed,who/performed/better
no,1,what/is,what/is/no
released,10,who,who/released
the,6,who/released,who/released/the
206pb,1,how/are,how/are/206pb
turnout,1,what/percentage,what/percentage/turnout
spank,1,when/was,when/was/spank
johnson,1,did/the,did/the/johnson
a,11,who/was,who/was/a
ofatumumab,1,what/is,what/is/ofatumumab
statistics,1,in/which,in/which/statistics
peak,1,what,what/peak
position,1,what/peak,what/peak/position
rachel,1,what/did,what/did/rachel
michael,1,how/did,how/did/michael
convoy,1,how/many,how/many/convoy
in,1,who/were,who/were/in
bassel,1,did,did/bassel
jradi,1,did/bassel,did/bassel/jradi
respectively,1,which/catalogue,which/catalogue/respectively
psalms,1,how/many,how/many/psalms
telugu,1,who/directed,who/directed/telugu
critz,1,how/did,how/did/critz
the,2,who/joined,who/joined/the
olympic,3,what,what/olympic
records,1,what/olympic,what/olympic/records
festival,2,which,which/festival
did,1,which/festival,which/festival/did
lackey,1,when/did,when/did/lackey
siemian,1,what/were,what/were/siemian
american,1,where/was,where/was/american
vaishno,1,what/was,what/was/vaishno
2016,3,which,which/2016
film,2,which/2016,which/2016/film
fay,1,did,did/fay
ripley,1,did/fay,did/fay/ripley
named,2,what,what/named
planets,1,what/named,what/named/planets
eddie,1,what/are,what/are/eddie
andrea,1,what/was,what/was/andrea
black,1,how/was,how/was/black
football,5,which,which/football
players,1,which/football,which/football/players
guillaumes,1,how/did,how/did/guillaumes
sahabzada,1,when/was,when/was/sahabzada
lots,1,are/there,are/there/lots
shi,1,what/did,what/did/shi
released,1,which/films,which/films/released
models,4,which,which/models
and,1,which/models,which/models/and
plitvice,1,how/many,how/many/plitvice
milford,1,when/was,when/was/milford
caudron,1,how/many,how/many/caudron
paraguay,1,how/did,how/did/paraguay
power,1,how/did,how/did/power
charts,1,what,what/charts
did,1,what/charts,what/charts/did
i,2,when/was,when/was/i
third,1,did/the,did/the/third
represent,1,did/they,did/they/represent
lady,1,when/was,when/was/lady
idaho,1,which/of,which/of/idaho
birds,1,how/many,how/many/birds
brimstone,1,when/did,when/did/brimstone
binary,4,what,what/binary
numbers,1,what/binary,what/binary/numbers
james,1,when/was,when/was/james
contribution,1,what,what/contribution
did,1,what/contribution,what/contribution/did
avidemux,1,does,does/avidemux
support,1,does/avidemux,does/avidemux/support
will,1,which/countries,which/countries/will
categories,1,in/which,in/which/categories
nominations,3,which,which/nominations
did,2,which/nominations,which/nominations/did
samar,1,how/did,how/did/samar
of,1,what/language,what/language/of
rogers,1,when/was,when/was/rogers
eng,1,where/did,where/did/eng
saeed,1,how/did,how/did/saeed
cincinnati,1,what/are,what/are/cincinnati
yellow,1,what/is,what/is/yellow
of,2,what/period,what/period/of
league,1,which/national,which/national/league
characters,5,which,which/characters
did,4,which/characters,which/characters/did
barry,1,what/were,what/were/barry
were,2,which/models,which/models/were
hosted,1,what/countries,what/countries/hosted
tirana,1,how/did,how/did/tirana
mats,1,how/did,how/did/mats
james,1,who/succeeded,who/succeeded/james
pozzi,1,how/did,how/did/pozzi
places,1,what/two,what/two/places
placed,11,who,who/placed
7th,1,who/placed,who/placed/7th
cannon,1,how/did,how/did/cannon
luca,1,what/was,what/was/luca
that,1,when/was,when/was/that
south,1,how/did,how/did/south
world,3,how/many,how/many/world
were,1,what/shows,what/shows/were
compilation,1,what,what/compilation
was,1,what/compilation,what/compilation/was
by,1,when/and,when/and/by
fm,1,what,what/fm
stations,1,what/fm,what/fm/stations
sayyid,1,who/was,who/was/sayyid
vote,1,what/percentage,what/percentage/vote
sagan,1,what/was,what/was/sagan
most,1,who/had,who/had/most
did,18,which/roles,which/roles/did
field,1,who/replaced,who/replaced/field
was,3,what/language,what/language/was
have,1,which/teams,which/teams/have
róbert,1,who/did,who/did/róbert
placed,1,which/drivers,which/drivers/placed
and,3,what/songs,what/songs/and
s,1,what/role,what/role/s
models,1,which/aircraft,which/aircraft/models
role,2,in/what,in/what/role
2011,2,in/which,in/which/2011
150,1,how/many,how/many/150
small,1,how/many,how/many/small
they,1,where/were,where/were/they
was,1,which/vehicle,which/vehicle/was
karnataka,1,where/did,where/did/karnataka
films,13,in/which,in/which/films
aircrafts,1,by/what,by/what/aircrafts
image,1,what,what/image
sensor,1,what/image,what/image/sensor
farmhouse,1,what/was,what/was/farmhouse
athletes,2,which/two,which/two/athletes
first,1,who/won,who/won/first
luke,1,how/did,how/did/luke
very,24,is,is/very
very,11,is/very,is/very/very
hunter,1,who/did,who/did/hunter
month,7,what,what/month
and,1,what/month,what/month/and
faster,3,how/much,how/much/faster
chris,1,where/does,where/does/chris
jonathan,1,what/are,what/are/jonathan
buildings,1,which/two,which/two/buildings
did,1,which/match,which/match/did
cebriones,1,how/many,how/many/cebriones
share,1,what,what/share
of,1,what/share,what/share/of
