Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Education,0.872,Science and Technology,0.6823,Healthcare and Medicine,0.2892,"2012, many million dollars, 2013",how many million dollars did federal s&e obligations to academic institutions declin from fy 2012 to fy 2013?
Education,0.8679,Science and Technology,0.7153,Religion and Philosophy,0.3038,"2012, 2013",how many percent did federal s&e obligations to academic institutions decline between fy 2012 and fy 2013?
Culture,0.6057,Business and Economic,0.5455,Society,0.4936,2146,2146
Culture,0.6124,Business and Economic,0.4453,Science and Technology,0.395,0.072795,0.072795
Sports,0.4658,Culture,0.2795,Society,0.2554,soteldo belong,which club did soteldo belong to?
Culture,0.6857,Science and Technology,0.56,Business and Economic,0.5401,31.0,31.0
Culture,0.6817,Business and Economic,0.5412,Science and Technology,0.5243,38.0,38.0
Culture,0.6925,Science and Technology,0.5785,Business and Economic,0.5488,23.0,23.0
Culture,0.6622,Business and Economic,0.5257,Science and Technology,0.5217,27.0,27.0
Culture,0.6815,Business and Economic,0.589,Science and Technology,0.5426,7.0,7.0
Society,0.6614,Healthcare and Medicine,0.3009,Education,0.0393,25 to 64,women aged 25 to 64 were more likely to have college diploma in family and consumer sciences or health professions and related programs?
Culture,0.6355,Business and Economic,0.5828,Science and Technology,0.5487,1.0,1.0
Culture,0.7329,Science and Technology,0.5873,Society,0.563,19.0,19.0
Culture,0.6409,Business and Economic,0.6139,Science and Technology,0.578,2.0,2.0
Culture,0.6612,Science and Technology,0.5453,Business and Economic,0.5276,10.0,10.0
Culture,0.6703,Business and Economic,0.6366,Science and Technology,0.616,3.0,3.0
Culture,0.6815,Business and Economic,0.589,Science and Technology,0.5426,7.0,7.0
Culture,0.6847,Business and Economic,0.593,Science and Technology,0.5554,8.0,8.0
Culture,0.7171,Business and Economic,0.6223,Science and Technology,0.6163,4.0,4.0
Culture,0.7329,Science and Technology,0.5873,Society,0.563,19.0,19.0
Culture,0.7295,Science and Technology,0.5939,Business and Economic,0.5699,13.0,13.0
Healthcare and Medicine,0.9363,Society,0.6612,Education,0.6535,,women were more likely to have a university degree in health professions and related programs or education?
Culture,0.6847,Business and Economic,0.593,Science and Technology,0.5554,8.0,8.0
Culture,0.6885,Business and Economic,0.6052,Science and Technology,0.5738,6.0,6.0
Culture,0.6815,Business and Economic,0.589,Science and Technology,0.5426,7.0,7.0
Culture,0.6409,Business and Economic,0.6139,Science and Technology,0.578,2.0,2.0
Culture,0.5817,Business and Economic,0.4077,Science and Technology,0.3909,4.7,4.7
Culture,0.7476,Science and Technology,0.6576,Business and Economic,0.6428,4.3,4.3
Culture,0.7695,Education,0.7455,Society,0.5767,,women with a stem degree or with a non-stem degree?
Culture,0.6763,Science and Technology,0.5273,Business and Economic,0.5236,10.7,10.7
Culture,0.7178,Science and Technology,0.654,Business and Economic,0.6262,10.2,10.2
Culture,0.487,Society,0.3172,Healthcare and Medicine,0.283,,total - stem
Culture,0.6915,Science and Technology,0.5659,Business and Economic,0.5616,41.0,41.0
Culture,0.6859,Science and Technology,0.5717,Business and Economic,0.5599,25.0,25.0
Education,0.6396,Culture,0.4572,Society,0.2811,,female with stem degree or without stem degree?
Culture,0.5782,Science and Technology,0.4501,Business and Economic,0.4492,3.8,3.8
Culture,0.6621,Business and Economic,0.4866,Science and Technology,0.4842,4.8,4.8
Culture,0.5943,Science and Technology,0.406,Business and Economic,0.3959,4.9,4.9
Science and Technology,0.9909,Healthcare and Medicine,0.0086,Society,0.0014,,science and technology
Culture,0.6947,Business and Economic,0.6151,Science and Technology,0.5919,3.1,3.1
Culture,0.6129,Science and Technology,0.4869,Healthcare and Medicine,0.4456,3.4,3.4
Culture,0.4662,Healthcare and Medicine,0.2756,Science and Technology,0.2743,7.9,7.9
Culture,0.6947,Science and Technology,0.5845,Business and Economic,0.5792,9.0,9.0
Culture,0.6947,Business and Economic,0.5401,Science and Technology,0.5294,9.8,9.8
Culture,0.7287,Business and Economic,0.632,Science and Technology,0.611,6.1,6.1
Culture,0.6621,Business and Economic,0.4866,Science and Technology,0.4842,4.8,4.8
Education,0.969,Science and Technology,0.1951,Culture,0.0815,,elementary school and kindergarten teachers
Sports,0.8319,Business and Economic,0.5122,Political,0.4041,,which league did isac lidberg sign with atvidabergs ff?
Culture,0.7432,Science and Technology,0.6118,Business and Economic,0.5789,60.4,60.4
Science and Technology,0.0695,Warfare and Conflict,0.0011,Environmental,0.0003,,computer science
Culture,0.7418,Science and Technology,0.6655,Business and Economic,0.6349,16.3,16.3
Culture,0.6947,Business and Economic,0.5401,Science and Technology,0.5294,9.8,9.8
Science and Technology,0.0658,Business and Economic,0.0005,Society,0.0005,,computer science or the engineering sectors?
Culture,0.5991,Business and Economic,0.4828,Science and Technology,0.4279,66962.0,66962.0
Culture,0.6859,Science and Technology,0.5717,Business and Economic,0.5599,25.0,25.0
Culture,0.6535,Business and Economic,0.5179,Science and Technology,0.4828,46047.0,46047.0
Culture,0.7263,Business and Economic,0.5862,Science and Technology,0.5584,43415.0,43415.0
Education,0.9399,Culture,0.5743,Business and Economic,0.5666,,women with a college diploma were more likely to have a higher median income?
Culture,0.6315,Business and Economic,0.4919,Science and Technology,0.477,36266.0,36266.0
Culture,0.6588,Business and Economic,0.5518,Warfare and Conflict,0.4871,278500.0,278500.0
Culture,0.7386,Science and Technology,0.6317,Business and Economic,0.5962,31.4,31.4
Culture,0.7398,Science and Technology,0.6739,Business and Economic,0.6567,12.2,12.2
Culture,0.6782,Business and Economic,0.5844,Science and Technology,0.5639,2.49,2.49
Culture,0.6499,Business and Economic,0.4962,Society,0.4917,0.57,0.57
Society,0.1755,Education,0.1474,Culture,0.0417,2016,caretakers and building superintendents in 2016?
Society,0.3376,Culture,0.1212,Education,0.0635,1996,caretakers and building superintendents in 1996?
Culture,0.7178,Science and Technology,0.654,Business and Economic,0.6262,10.2,10.2
Culture,0.6992,Business and Economic,0.601,Science and Technology,0.5735,2.38,2.38
Culture,0.699,Science and Technology,0.5829,Business and Economic,0.5603,52.1,52.1
Culture,0.6925,Science and Technology,0.5382,Business and Economic,0.5371,36.5,36.5
Society,0.4153,Culture,0.389,Environmental,0.0252,2016,marketing and public relations managers aged 55 and over in 2016?
Culture,0.4233,Society,0.3901,Art,0.05,1996,marketing and public relations managers aged 55 and over in 1996?
Society,0.4835,Culture,0.2305,Political,0.1071,between 1996 and 2016,marketing and public relations increase between 1996 and 2016?
Culture,0.6599,Society,0.4947,Science and Technology,0.4934,209.0,209.0
Culture,0.6434,Science and Technology,0.493,Society,0.4818,207.0,207.0
Society,0.2499,Culture,0.031,Political,0.015,1996,marketing and public relations in 1996?
Society,0.1478,Political,0.0125,Culture,0.0098,2016,marketing and public relations in 2016?
Culture,0.6648,Science and Technology,0.5024,Business and Economic,0.5002,221.0,221.0
Food and Beverage,0.6862,Business and Economic,0.3097,Sports,0.1965,,which league did muller transfer from hamburger sv?
Culture,0.6531,Business and Economic,0.5083,Science and Technology,0.4928,286200.0,286200.0
Healthcare and Medicine,0.8901,Art,0.089,Culture,0.0168,2016,orderlies and patient service associates in 2016?
Culture,0.7127,Business and Economic,0.618,Science and Technology,0.5883,8.03,8.03
Culture,0.6866,Business and Economic,0.5468,Science and Technology,0.5309,5.62,5.62
Culture,0.7097,Science and Technology,0.5666,Business and Economic,0.5473,4.32,4.32
Culture,0.6717,Business and Economic,0.5938,Science and Technology,0.5726,1.61,1.61
Culture,0.6304,Society,0.4691,Business and Economic,0.4626,96.0,96.0
Culture,0.6753,Society,0.4988,Business and Economic,0.4985,65.9,65.9
Culture,0.0038,Political,0.0011,Business and Economic,0.0011,,when only urban cores were considered?
Culture,0.6781,Business and Economic,0.5734,Science and Technology,0.5614,1.55,1.55
Culture,0.6781,Business and Economic,0.5734,Science and Technology,0.5614,1.55,1.55
Culture,0.0513,Society,0.0217,Political,0.0166,,among urban core residents?
Culture,0.6992,Business and Economic,0.58,Science and Technology,0.5357,8.86,8.86
Culture,0.6965,Business and Economic,0.6167,Science and Technology,0.5844,2.08,2.08
Culture,0.145,Business and Economic,0.1017,Political,0.0321,"toronto, the toronto urban core or",the toronto urban core or urban cores outside toronto?
Society,0.4466,Culture,0.2086,Healthcare and Medicine,0.0775,toronto,what is the percentage of members of visible minorities who lived in toronto?
Society,0.5573,Business and Economic,0.1526,Culture,0.1201,toronto,what is the percentage of whites who lived in toronto?
Culture,0.7851,Science and Technology,0.706,Business and Economic,0.6707,14.3,14.3
Culture,0.6463,Science and Technology,0.5158,Business and Economic,0.5155,93.0,93.0
Culture,0.6978,Science and Technology,0.5559,Society,0.5418,56.0,56.0
Culture,0.6876,Society,0.5428,Science and Technology,0.5049,70.0,70.0
Culture,0.6575,Business and Economic,0.5056,Science and Technology,0.5055,46.0,46.0
Warfare and Conflict,0.3615,Political,0.162,Culture,0.1052,,<threatening or aggressive emails or messages directed at you personally>\
Culture,0.6409,Business and Economic,0.6139,Science and Technology,0.578,2.0,2.0
Culture,0.7018,Science and Technology,0.5885,Business and Economic,0.5425,24.0,24.0
Culture,0.7131,Science and Technology,0.5764,Business and Economic,0.5617,16.0,16.0
Culture,0.6857,Science and Technology,0.56,Business and Economic,0.5401,31.0,31.0
Culture,0.7131,Science and Technology,0.5764,Business and Economic,0.5617,16.0,16.0
Culture,0.6839,Science and Technology,0.5325,Business and Economic,0.5316,71.0,71.0
Culture,0.6801,Science and Technology,0.5315,Business and Economic,0.5284,59.0,59.0
Culture,0.6704,Business and Economic,0.5364,Science and Technology,0.5221,,<13.0>\
Culture,0.6841,Science and Technology,0.5318,Society,0.5314,63.0,63.0
Culture,0.6903,Science and Technology,0.5385,Business and Economic,0.526,12.9,12.9
Culture,0.7662,Business and Economic,0.6283,Science and Technology,0.6256,14.5,14.5
Culture,0.6662,Science and Technology,0.5093,Business and Economic,0.4671,33.9,33.9
Culture,0.6846,Business and Economic,0.5092,Society,0.5036,38.7,38.7
Culture,0.6501,Business and Economic,0.485,Society,0.4534,,<0.83>\
Culture,0.6572,Business and Economic,0.5007,Society,0.4957,283.0,283.0
Healthcare and Medicine,0.4493,Science and Technology,0.3133,Media and Entertainment,0.2439,,how many minutes were mvpa accounted for?
Culture,0.7093,Science and Technology,0.5957,Business and Economic,0.5682,12.0,12.0
Society,0.1491,Culture,0.056,Education,0.019,3-to-4,how many minutes were the total 3-to-4-year-olds sedentary a day?
Culture,0.654,Business and Economic,0.4894,Science and Technology,0.4545,,<0.07>\
Culture,0.5547,Society,0.0921,Warfare and Conflict,0.036,,newfoundland and labrador
Culture,0.6021,Business and Economic,0.4679,Science and Technology,0.4309,34982.0>\,<34982.0>\
Culture,0.6472,Art,0.4804,Business and Economic,0.4264,0.159764,0.159764
Culture,0.6093,Business and Economic,0.4792,Science and Technology,0.4757,2231.0>\,<2231.0>\
Culture,0.7107,Business and Economic,0.5911,Science and Technology,0.5885,66.2,66.2
Culture,0.6178,Business and Economic,0.4359,Society,0.4084,,27
Culture,0.725,Science and Technology,0.5453,Business and Economic,0.5397,13.8,13.8
Political,0.7044,Science and Technology,0.2923,Culture,0.2046,,how many percent did the psd capture of the popular vote?
Sports,0.2007,Business and Economic,0.149,Warfare and Conflict,0.1194,,which league did beijmo appear for side djurgardens if?
Science and Technology,0.5327,Society,0.4309,Healthcare and Medicine,0.1666,,women in scientific occupations or women in non-scientific occupations?
Science and Technology,0.4869,Society,0.4141,Business and Economic,0.2284,,men in scientific occupations or men in non-scientific occupations?
Business and Economic,0.7955,Society,0.5428,Healthcare and Medicine,0.24,90%,workers in the top 1% or those in the bottom 90%?
Culture,0.6791,Business and Economic,0.5349,Science and Technology,0.5233,,<77.3>\
Culture,0.7044,Business and Economic,0.566,Science and Technology,0.5438,,<59.5>\
Culture,0.6758,Business and Economic,0.5169,Science and Technology,0.4977,3.076923,3.076923
Culture,0.6991,Business and Economic,0.5237,Media and Entertainment,0.5079,,<13.9>\
Culture,0.2733,Society,0.2114,Art,0.1492,one,who were more likely to have one children?
Culture,0.6877,Business and Economic,0.5464,Science and Technology,0.5086,,<41.6>\
Culture,0.689,Business and Economic,0.5333,Art,0.5176,,<19.6>\
Culture,0.6578,Business and Economic,0.5454,Science and Technology,0.5231,,<45.2>\
Culture,0.7375,Business and Economic,0.5964,Science and Technology,0.5841,,<15.4>\
Culture,0.6887,Business and Economic,0.5404,Science and Technology,0.5172,,<31.5>\
Culture,0.6251,Science and Technology,0.481,Business and Economic,0.465,16.9,16.9
Culture,0.5694,Society,0.483,Business and Economic,0.4008,calgary,who were less likely to live in calgary or edmonton?
Culture,0.7471,Science and Technology,0.6745,Business and Economic,0.6684,74.2,74.2
Culture,0.6914,Society,0.5525,Art,0.4674,,70
Culture,0.6445,Business and Economic,0.4783,Media and Entertainment,0.469,,<5.7>\
Culture,0.6497,Business and Economic,0.5002,Society,0.4719,,<45.8>\
Culture,0.7154,Science and Technology,0.6363,Business and Economic,0.5948,42.3,42.3
Culture,0.6957,Science and Technology,0.5924,Business and Economic,0.5711,42.1,42.1
Culture,0.5853,Business and Economic,0.4384,Science and Technology,0.4225,25000.0,25000.0
Culture,0.6336,Business and Economic,0.4968,Science and Technology,0.4923,607400.0,607400.0
Culture,0.5541,Society,0.3832,Business and Economic,0.382,50000.0>\,<50000.0>\
Culture,0.6873,Business and Economic,0.5917,Warfare and Conflict,0.5555,537400.0,537400.0
Culture,0.5595,Business and Economic,0.4277,Healthcare and Medicine,0.4023,fourth,<fourth quintile>\
Culture,0.7398,Science and Technology,0.6739,Business and Economic,0.6567,12.2,12.2
Art,0.4733,Culture,0.0745,Society,0.0568,,2 and 3) reported to police classified as unfounded?
Culture,0.6694,Business and Economic,0.4743,Media and Entertainment,0.4658,,<4.9>\
Culture,0.6271,Business and Economic,0.508,Warfare and Conflict,0.4382,3835.0,3835.0
Culture,0.5823,Business and Economic,0.4595,Warfare and Conflict,0.4242,0.059757,0.059757
Culture,0.6089,Business and Economic,0.4802,Science and Technology,0.4648,3.608696,3.608696
Culture,0.7133,Business and Economic,0.5844,Science and Technology,0.5649,9.5,9.5
Culture,0.5845,Business and Economic,0.4948,Science and Technology,0.4375,1.446809,1.446809
Culture,0.6024,Business and Economic,0.4615,Science and Technology,0.4406,1.118644,1.118644
Society,0.4905,Culture,0.3032,Healthcare and Medicine,0.1548,,f5. prosocial behaviour
Culture,0.5759,Science and Technology,0.4473,Media and Entertainment,0.4264,,<1.3>\
Culture,0.4437,Society,0.3323,Sports,0.1043,,low participating men and women or those frequently in community-related activities?
Culture,0.5981,Healthcare and Medicine,0.4357,Business and Economic,0.4316,,ligue 1
Culture,0.6312,Business and Economic,0.4416,Science and Technology,0.4301,,<0.9>\
Environmental,0.2091,Healthcare and Medicine,0.1545,Business and Economic,0.0828,,peer problems
Culture,0.6768,Society,0.4783,Business and Economic,0.4758,69.8,69.8
Culture,0.7152,Society,0.5438,Business and Economic,0.5387,77.5,77.5
Culture,0.7485,Science and Technology,0.6337,Business and Economic,0.6281,17.1,17.1
Culture,0.7048,Science and Technology,0.5993,Business and Economic,0.5879,65.3,65.3
Culture,0.2978,Warfare and Conflict,0.2733,Healthcare and Medicine,0.2491,2.1,2.1
Culture,0.7134,Science and Technology,0.6586,Business and Economic,0.6431,25.2,25.2
Culture,0.5078,Business and Economic,0.2931,Healthcare and Medicine,0.2226,,who had a higher proportion of immigrants?
Culture,0.7042,Science and Technology,0.6323,Business and Economic,0.6296,1.1,1.1
Culture,0.5811,Business and Economic,0.4722,Science and Technology,0.4683,,<1.0>\
Culture,0.7032,Science and Technology,0.5707,Business and Economic,0.5314,20.9,20.9
Warfare and Conflict,0.3811,Political,0.2435,Culture,0.1809,,men
Science and Technology,0.3935,Environmental,0.0032,Society,0.0025,,engineering and engineering technology
Culture,0.6773,Business and Economic,0.5543,Science and Technology,0.5447,,<58.2>\
Culture,0.7236,Science and Technology,0.6425,Business and Economic,0.6254,25.1,25.1
Culture,0.681,Society,0.5653,Healthcare and Medicine,0.336,,men and women who identified as visible minorities or their counterparts who did not identify as a minority?
Culture,0.7475,Healthcare and Medicine,0.5524,Education,0.457,,aboriginal men with stem credentials or their non-aboriginal counterparts?
Culture,0.7189,Education,0.7145,Healthcare and Medicine,0.5729,canada,men and women who obtained their stem credentials in canada or their counterparts who studied outside canada?
Science and Technology,0.9013,Society,0.4361,Culture,0.0041,,men who studied mathematics or computer and information sciences or men who studied engineering or engineering technology?
Science and Technology,0.9045,Society,0.4663,Education,0.021,,women who studied mathematics or computer and information sciences or women who had studied engineering or engineering technology?
Culture,0.7407,Society,0.6712,Business and Economic,0.6234,1974-75,1974-75
Culture,0.5912,Business and Economic,0.4747,Science and Technology,0.4351,108700.0,108700.0
Culture,0.8342,Healthcare and Medicine,0.6083,Science and Technology,0.4922,,<has a cmc>\
Culture,0.6738,Science and Technology,0.5319,Business and Economic,0.5198,28.0,28.0
Culture,0.5964,Political,0.4503,Warfare and Conflict,0.4073,,<no>\
Culture,0.7212,Science and Technology,0.6295,Business and Economic,0.6141,62.2,62.2
Culture,0.6756,Business and Economic,0.5281,Science and Technology,0.4896,10978.0,10978.0
Warfare and Conflict,0.3811,Political,0.2435,Culture,0.1809,,men
Culture,0.6003,Society,0.3891,Warfare and Conflict,0.362,19 to 39,19 to 39
Culture,0.6117,Business and Economic,0.4957,Warfare and Conflict,0.4134,3550.0,3550.0
Culture,0.725,Science and Technology,0.5453,Business and Economic,0.5397,13.8,13.8
Culture,0.6862,Business and Economic,0.5398,Science and Technology,0.5347,50.1,50.1
Business and Economic,0.6322,Culture,0.0485,Healthcare and Medicine,0.0463,,the self-employed or employees?
Culture,0.5945,Business and Economic,0.3996,Science and Technology,0.391,46.7,46.7
Culture,0.6926,Science and Technology,0.5762,Business and Economic,0.5644,72.1,72.1
Business and Economic,0.3345,Society,0.1063,Healthcare and Medicine,0.0712,,blue-collar or white-collar?
Business and Economic,0.3345,Society,0.1063,Healthcare and Medicine,0.0712,,blue-collar or white-collar?
Culture,0.6968,Business and Economic,0.5523,Science and Technology,0.5059,38.5,38.5
Culture,0.7107,Business and Economic,0.5911,Science and Technology,0.5885,66.2,66.2
Culture,0.0595,Political,0.0404,Healthcare and Medicine,0.023,,men or women?
Culture,0.7217,Science and Technology,0.5752,Business and Economic,0.5721,81.4,81.4
Culture,0.7071,Society,0.5632,Business and Economic,0.5544,50.5,50.5
Culture,0.0595,Political,0.0404,Healthcare and Medicine,0.023,,men or women?
Culture,0.6611,Science and Technology,0.4913,Business and Economic,0.4875,42.7,42.7
Culture,0.7194,Science and Technology,0.6278,Business and Economic,0.6103,20.1,20.1
Culture,0.5459,Society,0.4026,Science and Technology,0.3604,less than 5 years,less than 5 years
Culture,0.7192,Science and Technology,0.5644,Business and Economic,0.5573,44.6,44.6
Culture,0.0595,Political,0.0404,Healthcare and Medicine,0.023,,men or women?
Culture,0.6791,Business and Economic,0.5466,Science and Technology,0.5143,37.5,37.5
Culture,0.68,Science and Technology,0.5582,Business and Economic,0.5296,22.9,22.9
Science and Technology,0.3764,Warfare and Conflict,0.3453,Healthcare and Medicine,0.3451,,emt methods or non-emt methods?
Culture,0.7414,Business and Economic,0.6244,Science and Technology,0.6186,4.1,4.1
Culture,0.4967,Business and Economic,0.3333,Science and Technology,0.3095,5.8,5.8
Culture,0.5508,Science and Technology,0.4568,Business and Economic,0.4078,1.3,1.3
Culture,0.6843,Society,0.6111,Art,0.6017,2.2,2.2
Culture,0.5028,Business and Economic,0.3137,Healthcare and Medicine,0.3123,5.7,5.7
Culture,0.7289,Art,0.6418,Society,0.6396,8.8,8.8
Culture,0.6796,Society,0.5701,Business and Economic,0.5582,1996-97,1996-97
Culture,0.6399,Business and Economic,0.5249,Science and Technology,0.4902,30.5,30.5
Culture,0.7475,Science and Technology,0.6584,Business and Economic,0.6297,29.3,29.3
Culture,0.6201,Business and Economic,0.452,Science and Technology,0.4229,38.9,38.9
Culture,0.6022,Business and Economic,0.4784,Society,0.454,0.93,0.93
Culture,0.7163,Science and Technology,0.6057,Business and Economic,0.5807,93.4,93.4
Culture,0.7163,Science and Technology,0.6057,Business and Economic,0.5807,93.4,93.4
Culture,0.6535,Business and Economic,0.5323,Science and Technology,0.5159,1.5,1.5
Culture,0.7189,Business and Economic,0.607,Science and Technology,0.5846,5.1,5.1
Culture,0.6564,Science and Technology,0.5334,Business and Economic,0.5224,1.6,1.6
Culture,0.6676,Business and Economic,0.5941,Science and Technology,0.5583,5.0,5.0
Culture,0.6276,Business and Economic,0.5261,Science and Technology,0.5077,511685.0>\,<511685.0>\
Culture,0.3366,Art,0.1019,Education,0.0697,,couple
Culture,0.5985,Business and Economic,0.4913,Science and Technology,0.463,2.5,2.5
Culture,0.6255,Business and Economic,0.488,Society,0.4303,,72665.0
Culture,0.7649,Science and Technology,0.6624,Business and Economic,0.6396,12.4,12.4
Culture,0.7431,Science and Technology,0.6475,Business and Economic,0.6297,80.3,80.3
Culture,0.7201,Society,0.5759,Science and Technology,0.5683,74.7,74.7
Business and Economic,0.3194,Culture,0.2448,Society,0.2232,,what percentage of grandparents contributed financially to household payments?
Culture,0.7194,Science and Technology,0.6002,Business and Economic,0.5759,21.0,21.0
Culture,0.698,Science and Technology,0.5665,Business and Economic,0.555,43.0,43.0
Culture,0.6748,Business and Economic,0.5356,Society,0.5009,151.0,151.0
Political,0.3351,Business and Economic,0.165,Warfare and Conflict,0.1457,del plata,which division did barrera appear for the union mar del plata?
Culture,0.6196,Business and Economic,0.4523,Science and Technology,0.4064,0.579975,0.579975
Culture,0.5942,Business and Economic,0.3931,Warfare and Conflict,0.3879,0.169147,0.169147
Culture,0.6315,Business and Economic,0.4338,Society,0.3977,0.115899,0.115899
Culture,0.7026,Business and Economic,0.556,Science and Technology,0.5545,40.0,40.0
Culture,0.6073,Science and Technology,0.4155,Business and Economic,0.3836,10.81,10.81 nr
Culture,0.6502,Science and Technology,0.4765,Business and Economic,0.4728,87.9,87.9
Culture,0.7476,Science and Technology,0.6576,Business and Economic,0.6428,4.3,4.3
Culture,0.6759,Science and Technology,0.5458,Business and Economic,0.5404,46.1,46.1
Culture,0.675,Business and Economic,0.4947,Science and Technology,0.4879,88.9,88.9
Culture,0.7263,Business and Economic,0.5777,Society,0.564,82.7,82.7
Culture,0.7278,Science and Technology,0.6474,Business and Economic,0.6279,43.2,43.2
Culture,0.7565,Science and Technology,0.6053,Business and Economic,0.5929,49.4,49.4
Culture,0.7386,Science and Technology,0.6317,Business and Economic,0.5962,31.4,31.4
Culture,0.7055,Science and Technology,0.5691,Business and Economic,0.5473,47.3,47.3
Culture,0.756,Science and Technology,0.6101,Business and Economic,0.593,14.6,14.6
Culture,0.7291,Science and Technology,0.5942,Business and Economic,0.5583,36.4,36.4
Society,0.3695,Political,0.2866,Business and Economic,0.1234,,refugee status claimants or nprs who held a work permit?
Culture,0.6665,Society,0.5062,Business and Economic,0.4715,0.13,0.13
Culture,0.5344,Business and Economic,0.3734,Media and Entertainment,0.3468,fewer than 10\,fewer than 10\
Culture,0.6977,Business and Economic,0.5527,Science and Technology,0.5498,,<91.4>\
Culture,0.6391,Science and Technology,0.4604,Society,0.4562,45.9,45.9
Culture,0.6245,Society,0.4628,Business and Economic,0.4543,45.7,45.7
Culture,0.6805,Business and Economic,0.5365,Science and Technology,0.5078,454.4,454.4
Culture,0.7632,Science and Technology,0.6628,Business and Economic,0.6438,11.4,11.4
Culture,0.6814,Business and Economic,0.5675,Science and Technology,0.545,,<8.2>\
Culture,0.6847,Science and Technology,0.5672,Business and Economic,0.5656,,<18.2>\
Culture,0.6796,Business and Economic,0.5116,Science and Technology,0.4963,,<80.4>\
Warfare and Conflict,0.0577,Culture,0.0567,Food and Beverage,0.0269,nunavut,nunavut
Media and Entertainment,0.6151,Sports,0.3347,Culture,0.3082,,how many appearances did he make?
Sports,0.7956,Society,0.0249,Culture,0.0225,,how many goals did he score?
Food and Beverage,0.0146,Society,0.0108,Business and Economic,0.0092,,sales and service
Business and Economic,0.3998,Culture,0.3924,Media and Entertainment,0.344,2006,compared with the 2006 distribution?
Culture,0.6874,Business and Economic,0.5426,Science and Technology,0.5362,,<17.0>\
Culture,0.6499,Society,0.5023,Science and Technology,0.5003,45.0,45.0
Culture,0.2272,Business and Economic,0.1432,Society,0.138,alberta,those residing in rural areas of alberta or those residing in urban areas?
Culture,0.3248,Education,0.2444,Society,0.2196,prince edward island,those residing in rural areas of prince edward island or their urban counterparts?
Culture,0.1311,Society,0.0982,Business and Economic,0.0132,,residents of rural areas or their urban counterparts?
Culture,0.1179,Society,0.1146,Business and Economic,0.0431,saskatchewan,residents of rural areas in saskatchewan or their urban counterparts?
Culture,0.7524,Society,0.5934,Science and Technology,0.5864,70.4,70.4
Culture,0.7049,Business and Economic,0.6195,Science and Technology,0.5875,85.1,85.1
Culture,0.6192,Business and Economic,0.4627,Science and Technology,0.4596,227.0,227.0
Culture,0.6227,Business and Economic,0.4847,Science and Technology,0.4289,,-11800.0
Culture,0.65,Business and Economic,0.5147,Society,0.4486,,-19.7
Culture,0.6648,Business and Economic,0.582,Science and Technology,0.5798,,-10.3
Culture,0.6276,Business and Economic,0.479,Science and Technology,0.4279,,-28200.0
Culture,0.5904,Business and Economic,0.4435,Science and Technology,0.4272,,-10600.0
Culture,0.6116,Business and Economic,0.4959,Science and Technology,0.4066,,-27800.0
Culture,0.6778,Business and Economic,0.6004,Science and Technology,0.5762,,-22.1
Culture,0.6095,Political,0.5231,Business and Economic,0.4005,,ontario
Culture,0.8022,Political,0.6473,Business and Economic,0.371,british columbia,british columbia
Culture,0.5499,Political,0.2213,Warfare and Conflict,0.1756,yukon,yukon
Media and Entertainment,0.6551,Political,0.0695,Culture,0.0625,,how appearances did ritchie humphreys make?
Culture,0.6769,Business and Economic,0.5454,Science and Technology,0.5451,2406.0,2406.0
Culture,0.7295,Science and Technology,0.5939,Business and Economic,0.5699,13.0,13.0
Culture,0.6676,Business and Economic,0.5941,Science and Technology,0.5583,5.0,5.0
Culture,0.6599,Business and Economic,0.4994,Society,0.4908,,-64.8
Culture,0.6837,Business and Economic,0.5726,Science and Technology,0.5375,,-63.2
Culture,0.6877,Business and Economic,0.5548,Science and Technology,0.5322,,-67.1
Culture,0.6962,Business and Economic,0.5849,Healthcare and Medicine,0.5427,,-69.1
Culture,0.6496,Society,0.4957,Business and Economic,0.4953,,<-65.9>\
Culture,0.7034,Society,0.5672,Business and Economic,0.552,,<-73.4>\
Culture,0.7282,Business and Economic,0.5784,Science and Technology,0.5745,80.7,80.7
Culture,0.6245,Society,0.4628,Business and Economic,0.4543,45.7,45.7
Culture,0.6559,Business and Economic,0.5356,Science and Technology,0.5138,,<47.2>\
Culture,0.7312,Science and Technology,0.6214,Business and Economic,0.6153,9.1,9.1
Culture,0.6626,Business and Economic,0.5336,Science and Technology,0.514,84>\,<84>\
Culture,0.6853,Business and Economic,0.5559,Science and Technology,0.5466,,<49.3>\
Culture,0.6472,Business and Economic,0.5204,Science and Technology,0.4698,,<37.0>\
Culture,0.3291,Healthcare and Medicine,0.1527,Science and Technology,0.1155,,non-visible minorities or visible minorities?
Business and Economic,0.4764,Society,0.4069,Healthcare and Medicine,0.3758,fourth,fourth division
Culture,0.7414,Science and Technology,0.6488,Business and Economic,0.6164,56.2,56.2
Culture,0.7329,Science and Technology,0.5928,Society,0.5713,72.4,72.4
Culture,0.7152,Science and Technology,0.5588,Business and Economic,0.5439,83.9,83.9
Culture,0.6962,Science and Technology,0.5361,Society,0.5272,52.6,52.6
Culture,0.6924,Art,0.5356,Business and Economic,0.5352,,<16.8>\
Culture,0.6984,Science and Technology,0.5785,Business and Economic,0.5784,50.2,50.2
Culture,0.7736,Science and Technology,0.6107,Business and Economic,0.6103,79.4,79.4
