Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Sports,0.9246,Culture,0.7515,Art,0.4756,"second, Fred J. Murphy, 1916, Denver, 6–1",Fred J. Murphy record at Denver team was 6–1–1 and second with 6–1 at Northwestern in 1916.
Sports,0.9887,Culture,0.443,Society,0.1087,"100 metres, the 2015, Andrea Purica, World Championships",Andrea Purica competed in the 100 metres event at the 2015 World Championships in Beijing\
Science and Technology,0.2411,Business and Economic,0.1096,Healthcare and Medicine,0.0865,kW⋅h\,The symbol of kilowatt hour is kW⋅h\
Sports,0.9934,Culture,0.2354,Media and Entertainment,0.1386,"James, 400 metres, Olympic, 43.94",James won the 400 metres Olympic with a time of 43.94.
Culture,0.6377,Society,0.5441,Business and Economic,0.5441,2008\,2008\
Political,0.608,Culture,0.3063,Business and Economic,0.2625,,Adkins held on\
Sports,0.9526,Culture,0.4475,Society,0.4194,101,scoring 25 goals and adding 101 assists.
Culture,0.7568,Science and Technology,0.5862,Media and Entertainment,0.5615,269,269 votes.
Political,0.8592,Sports,0.79,Business and Economic,0.4265,the Bangladesh Awami,The result was a victory for the Bangladesh Awami League\
Science and Technology,0.0166,Business and Economic,0.0101,Culture,0.0065,Android,Android sold over 98\
Sports,0.9643,Culture,0.1054,Society,0.04,"three, the World Nine, Jeanette Lee",Jeanette Lee was three times runner-up at the World Nine-ball Championships (women's)\
Sports,0.9363,Culture,0.1804,Education,0.0975,"Wittenberg, 168–45–8, Vanderbilt",Vanderbilt and Wittenberg and compiled a win-loss-tie record of 168–45–8.
Sports,0.9382,Culture,0.0603,Society,0.0169,"McLaren, the Blancpain Endurance Series, Shane van Gisbergen",Shane van Gisbergen entered the Blancpain Endurance Series in a McLaren 650S GT3 for Von Ryan Racing.
Culture,0.695,Society,0.5698,Science and Technology,0.5337,2019\,As of 2019\
Political,0.5096,Business and Economic,0.42,Culture,0.419,"Apulia, 54.4%)\",Emiliano recorded the following results: Apulia (54.4%)\
Political,0.9457,Culture,0.1056,Warfare and Conflict,0.029,the Five Star Movement\,followed by the Five Star Movement\
Culture,0.7169,Society,0.2703,Art,0.1655,61.6,Danian age ended 61.6 Ma\
Culture,0.5939,Society,0.4716,Business and Economic,0.4251,"2009, 2018\",and from 2009 to 2018\
Media and Entertainment,0.9027,Culture,0.49,Warfare and Conflict,0.0213,"Dorobucci, the Best Pop Single",Dorobucci won the Best Pop Single and was nominated for Song of the Year at The Headies.
Environmental,0.6503,Culture,0.5261,Political,0.1646,,including Wendouree\
Culture,0.6149,Society,0.4331,Business and Economic,0.4232,"113, 16.9, 105, 17.11",17.11 (113) to 16.9 (105).
Business and Economic,0.7655,Culture,0.618,Media and Entertainment,0.5647,first-week,with first-week sales of 10\
Media and Entertainment,0.9801,Culture,0.8371,Sports,0.3975,,hosted by Mnet\
Sports,0.8909,Culture,0.5535,Warfare and Conflict,0.1367,"Valenciennes, Gaëtan Bong, 117",Gaëtan Bong signed with Valenciennes and made 117 overall appearances and scored 4 goals.
Culture,0.6062,Art,0.4631,Science and Technology,0.3681,Jaouad Gharib,Jaouad Gharib finished 10\
Art,0.7423,Culture,0.6938,Political,0.6435,"Adra Machan Visilu, 2016",Adra Machan Visilu (2016).
Political,0.878,Culture,0.8297,Society,0.6617,131,which won 80 of the 131 seats.
Media and Entertainment,0.9429,Warfare and Conflict,0.7177,Culture,0.0987,Meanamorphosis,Battle played Olivia in the short film Meanamorphosis.
Culture,0.7513,Sports,0.6104,Society,0.489,"two, Forrest Fezler",two strokes ahead of runner-up Forrest Fezler.
Political,0.8796,Culture,0.8233,Society,0.6797,219,which won 75 of the 219 seats.
Media and Entertainment,0.6026,Culture,0.0111,Political,0.0068,Dance Macabre,which was preceded by the singles Rats and Dance Macabre.
Sports,0.8995,Culture,0.7795,Art,0.5766,0.312 seconds,who recorded a lap 0.312 seconds slower in qualifying.
Media and Entertainment,0.7282,Culture,0.1957,Art,0.0394,the Year,including Album of the Year.
Media and Entertainment,0.9466,Warfare and Conflict,0.2439,Culture,0.1842,"Angela/Christine, Erica Durance",Erica Durance played Angela/Christine in the TV series\
Political,0.9682,Culture,0.3762,Society,0.3666,"Fermanagh, Frank Maguire",and in Fermanagh and South Tyrone by Independent Nationalist Frank Maguire.
Culture,0.8483,Sports,0.5784,Science and Technology,0.5038,"2:01.60\, New Mexico",New Mexico in 2:01.60\
Sports,0.297,Warfare and Conflict,0.1691,Culture,0.1653,"the Second Division for Middlesbrough, Don Ashman",Don Ashman appeared in the Second Division for Middlesbrough.
Media and Entertainment,0.9432,Culture,0.8471,Art,0.6293,"five, Japan",with a total of five shows in live houses in five different cities in Japan.
Sports,0.9943,Culture,0.658,Media and Entertainment,0.5473,"three, the Six Nations Warriors, Peterborough Lakers",the Peterborough Lakers swept the series in three games against the Six Nations Warriors.
Culture,0.7976,Sports,0.7725,Society,0.4427,"Pieter Gysel, 21st",Pieter Gysel finished 21st with a time of 2:18.560.
Media and Entertainment,0.9658,Sports,0.4392,Political,0.2487,"Michael Walton, Toby Regbo",Toby Regbo played Michael Walton in Glorious 39.
Sports,0.8569,Culture,0.4551,Business and Economic,0.2047,"Wichita, Phoenix",By the Time I Get to Phoenix and Wichita Lineman\
Sports,0.9859,Culture,0.4041,Society,0.1733,"the Paris Marathon, Michael Kosgei Rotich, 2:06:32 hours",Michael Kosgei Rotich won the Paris Marathon with 2:06:32 hours.
Sports,0.9577,Culture,0.3206,Society,0.1267,"Commonwealth Youth Games, 2008, sixth",then came sixth over the distance at the 2008 Commonwealth Youth Games.
Media and Entertainment,0.9432,Environmental,0.8988,Art,0.8525,The Movement of Time,APRE released Don't You Feel Like Heaven? from their debut album The Movement of Time.
Media and Entertainment,0.9314,Art,0.5037,Political,0.0502,Silver Apples,for the album Silver Apples of the Moon.
Sports,0.928,Society,0.1144,Culture,0.1091,"000, 2008, Summer Olympics",000 m and participated in the 2008 Summer Olympics.
Healthcare and Medicine,0.834,Business and Economic,0.7704,Culture,0.7269,,respectively\
Media and Entertainment,0.937,Political,0.0027,Culture,0.0013,"Garàge, two, Calling Colin",the two singles are Just My Luck and Calling Colin in the album Garàge.
Media and Entertainment,0.953,Culture,0.0221,Art,0.0021,,The songs I Wanna Be Like You by Smash Mouth\
Political,0.8434,Culture,0.6298,Society,0.5346,"the Conservatives 25\, 882",882 votes to the Conservatives 25\
Sports,0.9304,Culture,0.7906,Education,0.4661,"135, Oakleigh, 215, Box Hill, 32.23",Box Hill scored 32.23 (215) and defeated Oakleigh by 135 points.
Media and Entertainment,0.9425,Sports,0.9102,Culture,0.6857,"1986, 1982",and did so again in both the 1982 and 1986 games.
Political,0.9672,Culture,0.7223,Society,0.6061,"the Bradford West MP of, 1983, Social Democratic Party, Edward Lyons",Edward Lyons was the Bradford West MP of Social Democratic Party and lost the seat at the 1983 general election.
Culture,0.6891,Society,0.5662,Business and Economic,0.5523,93.2%,with a 93.2% turnout.
Media and Entertainment,0.9818,Culture,0.2784,Warfare and Conflict,0.0316,Pitch,later reprising her role in the sequels Pitch Perfect 2 and Pitch Perfect 3.
Culture,0.9224,Political,0.8104,Art,0.7749,"19.01%, 560, 44.82%, Roman",560 votes (19.01%) against Roman Jasiakiewicz (44.82%).
Art,0.8644,Culture,0.1586,Society,0.0015,"Shenzhen & Hong Kong Bi-City Biennale, Favela Painting",Shenzhen & Hong Kong Bi-City Biennale featured artwork related to Favela Painting.
Media and Entertainment,0.965,Culture,0.0247,Society,0.0079,"2015, Summer Newman, 2012, Clementine Hughes on Life in Pieces",Summer Newman on The Young and the Restless (2012–present) and Clementine Hughes on Life in Pieces (2015–present).
Sports,0.975,Culture,0.8307,Science and Technology,0.7582,"Lucyna Langer, Athens, 12.45, European",Lucyna Langer won the European competition in Athens in 12.45 secs.
Media and Entertainment,0.9683,Political,0.1085,Culture,0.037,"Tim, Neil Perez, Palace",Neil Perez appeared as Col. Tim in Princess in the Palace.
Media and Entertainment,0.9918,Culture,0.0599,Political,0.0064,"2012, Pitch, Astin, Jesse",Astin starred in the film Pitch Perfect (2012) as Jesse Swanson\
Political,0.8323,Culture,0.7898,Society,0.7267,"163, 350",winning 163 of the 350 seats.
Media and Entertainment,0.9272,Culture,0.7257,Society,0.7089,"Divya Bharti, Avinash Wadhawan, 20 November 1992",released on 20 November 1992 starring Divya Bharti and Avinash Wadhawan.
Sports,0.7258,Warfare and Conflict,0.0792,Culture,0.0593,"seven, Carlton, 148",Carlton made 148 appearances and scored seven goals.
Media and Entertainment,0.976,Science and Technology,0.2521,Business and Economic,0.1854,"Europe, Alphabet City",Woz Not Woz was released as a CD maxi single with Alphabet City in Europe.
Culture,0.5415,Art,0.3894,Business and Economic,0.2386,"106, Wainfleet St Mary",106 in Wainfleet St Mary.
Media and Entertainment,0.4866,Culture,0.287,Food and Beverage,0.1057,,Miss Me More\
Media and Entertainment,0.9707,Political,0.1058,Art,0.0107,Perfect Darkness,the track Perfect Darkness was released.
Sports,0.9191,Culture,0.8546,Warfare and Conflict,0.4479,"Idaho Vandals of, his first season, 4–4, Howell, the Pacific Coast Conference",Howell recorded 4–4 in his first season at Idaho Vandals of the Pacific Coast Conference.
Sports,0.9601,Culture,0.2355,Warfare and Conflict,0.2047,"Lincoln City, Third, Jimmy Hutchinson",Jimmy Hutchinson played for Lincoln City in Third Division North.
Education,0.9529,Culture,0.6872,Science and Technology,0.3151,"55.09%, Jamira",literacy rate of Jamira was 55.09%.
Art,0.6293,Society,0.1874,Culture,0.1579,the 716th Military Police Battalion,Company C was assigned to the 716th Military Police Battalion to reinforce security forces.
Media and Entertainment,0.8806,Science and Technology,0.4721,Culture,0.4141,"Roku, the Raspberry Pi, 2835/2836",some versions of Roku hardware and the Raspberry Pi (2835/2836 models).
Media and Entertainment,0.8985,Culture,0.6083,Art,0.4105,,The Headies 2016.
Sports,0.9902,Culture,0.2529,Warfare and Conflict,0.2398,"Takumi Hayama, Gunma FC Horikoshi, Japan Football League",Takumi Hayama moved to Japan Football League club Gunma FC Horikoshi (later FC Horikoshi).
Culture,0.7321,Society,0.6585,Science and Technology,0.5742,2013,2013.
Sports,0.7637,Culture,0.4953,Science and Technology,0.4304,"83.34, Veselý",Veselý threw of 83.34 m.
Culture,0.423,Society,0.4131,Science and Technology,0.2686,"865 kW, 176",176 PS (865 kW; 1\
Culture,0.7276,Society,0.6983,Business and Economic,0.6083,just 36.9%,although turnout was just 36.9%.
Media and Entertainment,0.97,Art,0.589,Culture,0.0431,"2012, I Love You",in 2012 I Love You was released.
Media and Entertainment,0.9423,Culture,0.0535,Society,0.0299,"Thomas F. Wilson, Biff Tannen, 1985",Thomas F. Wilson acted as bully Biff Tannen in the 1985 film Back to the Future.
Political,0.786,Culture,0.3896,Society,0.2434,"301, Nixon",Nixon's victory was larger with 301 electoral votes\
Culture,0.732,Science and Technology,0.5908,Business and Economic,0.5532,953,953 votes.
Sports,0.9744,Culture,0.5186,Science and Technology,0.3667,Pakistan,Antar scored a double in 8–1 victory against Pakistan.
Culture,0.5638,Business and Economic,0.4264,Science and Technology,0.4127,371\,371\
Culture,0.7209,Political,0.6656,Art,0.5493,"1319, 1328, Demetrius Nekcse",and Demetrius Nekcse in 1319 and 1328.
Political,0.9713,Culture,0.7069,Education,0.6039,"the Democratic party, Joseph D. Bedle, 53.65%, the Republican party, George A. Halsey",Joseph D. Bedle of the Democratic party defeated George A. Halsey of the Republican party with 53.65% of the vote.
Political,0.989,Culture,0.8443,Society,0.6914,"the Protestant Unionist Party, Ian Paisley, 1970, 1971, North Antrim, the Democratic Unionist Party",Ian Paisley was initially elected as a member of the Protestant Unionist Party in the 1970 North Antrim election and for the Democratic Unionist Party in 1971.
Media and Entertainment,0.9724,Political,0.7448,Culture,0.0261,"Elizabeth II, Saunders",Saunders voiced Elizabeth II in the film Minions\
Sports,0.9903,Culture,0.635,Warfare and Conflict,0.1873,"Tokisaki, Fukushima, the Regional Leagues",Tokisaki moved to the club FC Pelada Fukushima (later Fukushima United FC) in the Regional Leagues.
Sports,0.8114,Culture,0.5298,Warfare and Conflict,0.1986,"the 2017–18 season, Burns, 265",Burns had made 265 appearances and scored 26 goals until the 2017–18 season.
Political,0.928,Culture,0.8407,Education,0.6377,"UUP, 128",UUP won with a majority of 128 votes.
Culture,0.5344,Society,0.4388,Science and Technology,0.3589,"55.8 mm, 2.15, 2.20, 54.5",from 54.5 to 55.8 mm (2.15 to 2.20 in)\
Political,0.9386,Culture,0.5377,Society,0.528,"Suresh Pujari, Bharatiya Janata Party, Indian National Congress, Anup Kumar Sai",Indian National Congress candidate Anup Kumar Sai defeated Bharatiya Janata Party candidate Suresh Pujari by 1\
Culture,0.8241,Political,0.4608,Society,0.4509,"Mulielealiʻi, Keaunui, Naiolaukea",Naiolaukea and was the brother of Mulielealiʻi and Keaunui.
Political,0.7961,Art,0.3424,Society,0.1752,"Conservative, Canterbury, MPs\",marking the end of Canterbury electing Conservative-allied MPs\
Culture,0.4276,Art,0.4216,Political,0.0678,"DGK Award, the CGV Arthouse Award",Eyelids won the CGV Arthouse Award and DGK Award.
Media and Entertainment,0.9398,Society,0.4529,Culture,0.4118,"Best Direction, one, Julie Taymor, Best Musical",one for Best Musical and Julie Taymor won for Best Direction of a Musical.
Sports,0.7735,Media and Entertainment,0.5398,Culture,0.3783,"first, Naomi, WWE, 146 days, 9 days",while Naomi's first reign is the shortest at 9 days (WWE recognizes 146 days and 8 days\
Sports,0.8593,Science and Technology,0.508,Culture,0.4794,"10.44 seconds, Thompson",Thompson finished with a time of 10.44 seconds.
Media and Entertainment,0.9076,Political,0.2337,Culture,0.1879,Susie Monahan in\,Primetime Emmy Award for Outstanding Supporting Actress for her portrayals of Susie Monahan in\
Media and Entertainment,0.9799,Culture,0.1307,Political,0.0633,"Qin Zhiyan, The Legends, The Legend of White Snake, Xiao Yan",Xiao Yan appeared as Qin Zhiyan in The Legends and as Xiao Qing in the series The Legend of White Snake.
Warfare and Conflict,0.1165,Society,0.0469,Political,0.0181,the 2006 University of Melbourne Law Revue,and directed the 2006 University of Melbourne Law Revue.
Sports,0.9955,Warfare and Conflict,0.0764,Culture,0.0462,"NHL, 125, Boston Bruins, Johnny Quilty, the National Hockey League",Johnny Quilty played 125 games in the National Hockey League (NHL) playing for the Montreal Canadiens and Boston Bruins.
Sports,0.9821,Business and Economic,0.6065,Culture,0.593,"September, BSU, ten",BSU won ten straight and in September set an attendance record of 20\
Sports,0.3406,Warfare and Conflict,0.1071,Culture,0.0888,"Freddie Ljungberg, Arsenal",Freddie Ljungberg appeared for Arsenal in the Premier League season.
Media and Entertainment,0.8842,Culture,0.6773,Art,0.2144,Madrid,a stage in Madrid.
Business and Economic,0.1963,Culture,0.0756,Warfare and Conflict,0.0368,"Mumbai, Lucknow Junction",that run between Lucknow Junction and Mumbai.
Culture,0.7321,Society,0.6585,Science and Technology,0.5742,2013,2013.
Political,0.7966,Culture,0.7313,Society,0.5202,,with independents taking the remaining 40 seats.
Media and Entertainment,0.9643,Culture,0.0173,Political,0.0022,the Year,Supernatural won Album of the Year.
Culture,0.7626,Science and Technology,0.622,Business and Economic,0.5962,284,284 votes.
Political,0.8208,Culture,0.675,Education,0.4572,"2015, Justin Madders",held the seat until 2015 and was succeeded by Justin Madders.
Media and Entertainment,0.9917,Culture,0.7325,Art,0.5537,"Avex Trax Dimension Point, 2016, Japan",2016 through Avex Trax Dimension Point as a CD single and DVD Single in Japan and Taiwan\
Media and Entertainment,0.9783,Political,0.0658,Culture,0.0369,"Maya Jones, The Midnight Meat Train",Bibb starred as Maya Jones in the film The Midnight Meat Train.
Political,0.961,Culture,0.755,Society,0.6669,"44.94%, Adlai Stevenson",against Adlai Stevenson with 44.94% of the popular vote.
Culture,0.7352,Society,0.6723,Education,0.4544,284,finishing with 284 (−4)\
Business and Economic,0.6109,Culture,0.353,Society,0.0906,"Carlingford, Clyde, 1885\, Camellia",Carlingford railway line was opened from Clyde to Camellia in 1885\
Political,0.9483,Society,0.636,Culture,0.6271,"43.9%, vote\, the Unity Party, Ellen Johnson Sirleaf",Ellen Johnson Sirleaf of the Unity Party had lead with 43.9% of the vote\
Media and Entertainment,0.9736,Culture,0.1766,Art,0.0691,"the Newport Performing Arts Theater, Resorts World Manila, Chitty Chitty Bang Bang, Noel Comia Jr., Jeremy Potts",Noel Comia Jr. was cast as Jeremy Potts in production of Chitty Chitty Bang Bang at the Newport Performing Arts Theater in Resorts World Manila.
Sports,0.6149,Culture,0.0633,Warfare and Conflict,0.0611,"165, Ibrahim Sekagya",Ibrahim Sekagya appeared in 165 league matches and scored 6 goals.
Sports,0.9817,Culture,0.5903,Society,0.1623,"fourth, the World Championships, Seville, 1500, Tokyo, the World Indoor Championships, Doina Melinte",Doina Melinte was fourth in the 1500 m at both the World Indoor Championships in Seville and the World Championships in Tokyo.
Warfare and Conflict,0.629,Culture,0.5968,Society,0.5778,"Heckler & Koch MP7, Heckler & Koch HK416",has Heckler & Koch HK416 assault rifle and Heckler & Koch MP7 submachine gun.
Culture,0.8078,Society,0.6548,Science and Technology,0.5364,"2014, the United Kingdom, April 7\",2014 and in the United Kingdom on April 7\
Culture,0.7152,Sports,0.6463,Warfare and Conflict,0.4517,"December 1978, Brann, Billy Elliott, between 1974 and 1978, Norwegian, Sunderland",Billy Elliott served Norwegian side Brann between 1974 and 1978 and in December 1978 returned to Sunderland as manager.
Sports,0.6663,Culture,0.3443,Warfare and Conflict,0.1965,"Primera B Nacional, Ferro Carril, two years, Crucero del Norte, Requena, Nueva Chicago, 2016",Requena moved across Primera B Nacional with Crucero del Norte in 2016 before having further stints with Ferro Carril Oeste and Nueva Chicago in the succeeding two years.
Media and Entertainment,0.9562,Society,0.2579,Culture,0.051,2011,as well as Song of the Year at the 2011 Metro FM Music Awards.
Sports,0.9393,Media and Entertainment,0.7695,Culture,0.2317,,Go Ito appeared in the J3 League\
Media and Entertainment,0.9692,Culture,0.2909,Society,0.18,"1992, Nick Rowan, 1998, Nick Berry, EastEnders, Heartbeat, 1985 to 1990, Simon Wicks",Nick Berry played the roles of Simon Wicks in EastEnders from 1985 to 1990 and as Nick Rowan in Heartbeat from 1992 to 1998.
Media and Entertainment,0.6409,Culture,0.564,Society,0.4188,"JJ Mason, two, Sampson & Mason\, Daz Sampson",Daz Sampson and JJ Mason made two releases under Sampson & Mason\
Sports,0.9297,Culture,0.458,Society,0.2094,"5th, Nenad Stekić, 1982, Athens, 8.09, 1983, World Championships, Helsinki",Nenad Stekić finished 5th at the 1982 European Championships in Athens and in 1983 at the inaugural World Championships in Helsinki with 8.09 m.
Political,0.9427,Culture,0.7476,Society,0.6805,,the local electorate had the largest vote change (Conservative-to-Liberal Democrat)\
Sports,0.5687,Culture,0.1891,Business and Economic,0.0394,"Kunimitsu Takahashi, Alpha Nova Porsche",the #1 Alpha Nova Porsche 962C driven by Kunimitsu Takahashi.
Sports,0.9838,Culture,0.4018,Society,0.1556,"Kaya Forson, 2015, Kazan\, World Championships, 200 metre",Kaya Forson competed in the 200 metre freestyle and 200 metre backstroke at the 2015 World Championships in Kazan\
Sports,0.9087,Art,0.1995,Science and Technology,0.115,"2005\, World Youth Championships",in World Youth Championships in 2005\
Media and Entertainment,0.973,Healthcare and Medicine,0.9298,Culture,0.2735,"Grey's Anatomy, Emmy Award",Heigl was awarded Emmy Award for Outstanding Supporting Actress in a Drama Series for her role in Grey's Anatomy.
Culture,0.6509,Science and Technology,0.6405,Healthcare and Medicine,0.5839,2017\,in 2017\
Culture,0.0411,Business and Economic,0.0371,Sports,0.0248,Mercedes,followed by both Mercedes cars\
Media and Entertainment,0.93,Culture,0.7126,Political,0.3837,"24 November 2014, the United Kingdom, Parlophone",was released by Parlophone in the United Kingdom on 24 November 2014.
Media and Entertainment,0.8932,Art,0.5473,Political,0.4769,"Clock, Absolute, Bruce Foxton",Smash the Clock was released on Absolute by Bruce Foxton.
Sports,0.6856,Culture,0.4289,Society,0.2135,"West Ham United, 264, Stoke City, 2005",Clive Clarke moved to West Ham United in 2005 after making 264 appearances for Stoke City.
Sports,0.8999,Science and Technology,0.6642,Art,0.5195,"Tiffany Townsend, two",Tiffany Townsend won two silver medals\
Political,0.9257,Culture,0.5962,Warfare and Conflict,0.4914,,both of CPI\
Media and Entertainment,0.9644,Culture,0.3589,Art,0.1842,"Vishal Shekhar, Bollywood, Titli, Gopi Sundar",Gopi Sundar sang Titli tuned by Vishal Shekhar for the Bollywood film\
Culture,0.6592,Sports,0.6336,Art,0.5275,"000, 10.8, 14.7",000 rpm with 14.7 N⋅m (10.8 lbf⋅ft) of torque at 8\
Sports,0.9785,Culture,0.3416,Business and Economic,0.1187,"the New York City Marathon, 2:22:48",Keitany won the New York City Marathon in a time of 2:22:48.
Media and Entertainment,0.9741,Warfare and Conflict,0.2031,Culture,0.185,"Zlatko Burić, Milo, English",Zlatko Burić reprised his role as Milo in the Pusher remake of English.
Sports,0.8629,Culture,0.7892,Business and Economic,0.6839,,scoring twice.
Media and Entertainment,0.9188,Healthcare and Medicine,0.0429,Culture,0.0077,"Linda Andrews, 2010, Tremarco, Casualty",Tremarco guest starred in Casualty in 2010 as Linda Andrews.
Political,0.4274,Culture,0.3719,Business and Economic,0.1426,,his counties Count of Barcelona\
Warfare and Conflict,0.775,Business and Economic,0.207,Political,0.1816,"Grand Central–42nd Street, Park Avenue/38th Street, the Lexington Avenue Line",Park Avenue/38th Street: The point where the Dual Contracts section of the Lexington Avenue Line (from Grand Central–42nd Street).
Sports,0.8938,Culture,0.6969,Society,0.5967,the 1934–35 season,in the 1934–35 season.
Culture,0.7111,Society,0.5629,Business and Economic,0.5125,"1986\, 1977",from 1977 to 1986\
Political,0.948,Sports,0.9034,Business and Economic,0.7234,"the Vancouver Millionaires, PCHA\, Smokey Harris",Smokey Harris joined the Vancouver Millionaires of the PCHA\
Media and Entertainment,0.7725,Sports,0.7333,Political,0.2307,"Tippeligaen, Bodø/Glimt",Richards appeared for Bodø/Glimt in Tippeligaen.
Media and Entertainment,0.9857,Political,0.4461,Warfare and Conflict,0.3078,"second, Nasty, Adina Howard",Adina Howard released the second single off her Resurrection album which was announced as Nasty.
Political,0.9575,Society,0.6634,Education,0.5695,"1945, Labour, Sidney Dye",and Sidney Dye won it for Labour in 1945.
Media and Entertainment,0.9413,Art,0.1969,Culture,0.0169,"Nova, two, Aldo Nova",Nova released the album Aldo Nova that had two singles Fantasy and Foolin' Yourself.
Culture,0.6103,Science and Technology,0.3935,Business and Economic,0.3685,"15:54.45 minutes, Supriyati Sutono",Supriyati Sutono set a timing of 15:54.45 minutes and 32:52.45 minutes\
Culture,0.8644,Political,0.835,Education,0.7404,"Thomas T. Zollinger, 64.29%",defeated Thomas T. Zollinger with 64.29% of the vote.
Culture,0.7005,Society,0.5919,Art,0.5821,872,872 copies.
Political,0.9604,Environmental,0.6358,Culture,0.3777,the Olive Tree,the election was won by the Olive Tree coalition\
Media and Entertainment,0.9457,Culture,0.33,Environmental,0.271,"1987\, 1985",The Jeff Ament released Come on Down in 1985 and Dry As a Bone in 1987\
Media and Entertainment,0.8776,Culture,0.0154,Society,0.0041,Charlie Chaplin,playing Charlie Chaplin.
Political,0.8585,Society,0.3689,Culture,0.3319,"Cutler, the day",the day after Cutler resigned as Deputy Premier\
Sports,0.1458,Culture,0.1249,Business and Economic,0.112,"417, N⋅m, 403, 6.2 liter, lb⋅ft",a 6.2 liter V8 with 403 hp (301 kW) and 417 lb⋅ft (565 N⋅m) of torque was made available in the Silverado 1500.
Culture,0.647,Business and Economic,0.5372,Healthcare and Medicine,0.4697,"434, 12.2%",434 (12.2%).
Media and Entertainment,0.9784,Culture,0.4401,Political,0.0166,"Tamil, Unnai Ninaithu",a Telugu remake of his Tamil film Unnai Ninaithu.
Media and Entertainment,0.9862,Culture,0.0146,Warfare and Conflict,0.013,"the Law & Order, Doc Brown, Joe Hawkins",Doc Brown played the role of DS Joe Hawkins in the Law & Order: UK.
Media and Entertainment,0.9875,Culture,0.0403,Political,0.0363,"Zoe Benson, Violet Harmon, Horror Story, American",Farmiga portrayed Violet Harmon and Zoe Benson in American Horror Story: Apocalypse.
Sports,0.6959,Culture,0.2358,Political,0.1063,"Gary Brazil, Cambridge United",Gary Brazil had spells at Cambridge United and Barnet\
Culture,0.7451,Society,0.5919,Business and Economic,0.554,580%,an increase of 580%.
Media and Entertainment,0.9583,Culture,0.0965,Political,0.0871,"Cathy in Hell's Belles, Jocelyn Lane, 1969, Tickle Me",Jocelyn Lane appeared in Tickle Me and later appeared as Cathy in Hell's Belles in 1969.
Political,0.7837,Culture,0.6954,Business and Economic,0.543,"Trayon White, 955",955 votes to Trayon White.
Culture,0.7733,Sports,0.6595,Society,0.5036,"Roesler, 2:03.55, 21st",Roesler finished in 21st place with 2:03.55.
Culture,0.826,Science and Technology,0.4515,Business and Economic,0.4252,"Stewart County, Tennessee",Tennessee in Stewart County.
Media and Entertainment,0.4464,Political,0.4164,Business and Economic,0.3198,Howie,Howie Mandel\
Culture,0.6364,Society,0.3897,Education,0.2272,,and reached #24 in the UK Singles Chart.
Sports,0.89,Culture,0.3964,Art,0.3267,"Michał Haratyk, 22.08, the Golden Spike Ostrava",Michał Haratyk achieved 22.08 m at the Golden Spike Ostrava meeting.
Media and Entertainment,0.66,Art,0.1169,Culture,0.0609,"Chillin, 1985",1985's Chillin’.
Culture,0.7886,Sports,0.6884,Society,0.5401,"fifth, Mie Nielsen, Denmark, 58.80\",Denmark's Mie Nielsen finished in fifth-place with a time of 58.80\
Sports,0.9443,Science and Technology,0.3086,Culture,0.1786,"7.97, Daniel Pineda",Daniel Pineda jumped 7.97 m.
Sports,0.967,Culture,0.8362,Science and Technology,0.6168,"4:09.57 minutes, Adriana Muñoz",Adriana Muñoz won a gold medal in a time of 4:09.57 minutes.
Culture,0.8153,Society,0.6467,Education,0.6251,fifth,finishing fifth.
Sports,0.9557,Business and Economic,0.6584,Culture,0.4988,,but failed to medal in either event.
Political,0.8563,Culture,0.6069,Society,0.4646,"Harlan Hodges, 9–7, fourth, PCC",Harlan Hodges made 17-9 and finished fourth in the PCC at 9–7.
Media and Entertainment,0.7486,Culture,0.6878,Art,0.3757,"22 November 2013, Ireland, Polydor Records, the United Kingdom",was released by Polydor Records on 22 November 2013 in Ireland and the United Kingdom.
Media and Entertainment,0.8552,Culture,0.1809,Religion and Philosophy,0.0253,"Oh Alright, Oh My God, Le Kidś",Le Kidś song “Oh My God” was released from the album called “Oh Alright!”.
Sports,0.9676,Culture,0.5618,Society,0.3595,"5th, 11th, 5000, McSweyn, 13:58.96 and, 10\",McSweyn placed 5th in the 5000m in 13:58.96 and 11th in the 10\
Culture,0.7268,Science and Technology,0.669,Society,0.6447,2015\,In 2015\
Sports,0.9507,Society,0.3629,Media and Entertainment,0.3615,3–2,3–2 in a penalty shootout\
Sports,0.7637,Society,0.2067,Culture,0.1429,45.1,Baugh´s punting average was 45.1 yards\
Culture,0.6851,Society,0.5254,Science and Technology,0.4954,55.2,and 55.2.
Sports,0.942,Environmental,0.8945,Culture,0.52,"ECHL, the 2004–05 season",Engelland played the 2004–05 season in the ECHL where he scored 5 goals\
Political,0.8846,Culture,0.8284,Society,0.6995,"189, 200",which won 189 of the 200 seats.
Business and Economic,0.5084,Culture,0.4955,Warfare and Conflict,0.4791,"Peterborough, 2003\, Fylkir, Helgi Daníelsson",Helgi Daníelsson left Fylkir who he had joined from Peterborough in 2003\
Art,0.5044,Science and Technology,0.4655,Culture,0.4528,"Maker, six seasons",In Maker's six seasons at Williams\
