similarity_score,num_pairs,qas,table
0.5133331418037415,3,what was the percentage of victims of solved homicides in 2018 knew their killer 82 what were the percentages of homicide victims killed by an acquaintance and by a family member respectively 336 331 what were the changes in the number of victims committed by other family members intimate partners and acquaintances respectively from 2017 to 2018 16 3 15,"homicides by closest accused to victim relationship, canada, 2017 and 2018. relationship type closest accused to victim relationship closest accused to victim relationship closest accused to victim relationship closest accused to victim relationship closest accused to victim relationship closest accused to victim relationship closest accused to victim relationship closest accused to victim relationship relationship type 2018 2018 2018 2017r 2017r 2017r average 2008 to 2017 average 2008 to 2017 relationship type number of victims percent rate number of victims percent rate number of victims percent family relationship 138 33.1 0.37 145 30.2 0.40 148 32.4 spousal relationship 62 14.9 .. 53 11.0 .. 62 13.5 legal husband/wife 23 5.5 .. 16 3.3 .. 22 4.8 common-law husband/wife 30 7.2 .. 23 4.8 .. 25 5.4 separated or divorced husband/wife 2 0.5 .. 8 1.7 .. 7 1.5 separated common-law husband/wife 5 1.2 .. 5 1.0 .. 7 1.4 same-sex spouse 2 0.5 .. 1 0.2 .. 2 0.3 other family relationship 76 18.2 .. 92 19.2 .. 86 18.8 father or mother 16 3.8 .. 25 5.2 .. 25 5.5 son or daughter 30 7.2 .. 34 7.1 .. 28 6.0 sibling 7 1.7 .. 6 1.3 .. 10 2.1 extended family 23 5.5 .. 27 5.6 .. 24 5.1 intimate relationship 25 6.0 .. 28 5.8 .. 24 5.2 acquaintance 140 33.6 0.38 155 32.3 0.42 166 36.3 close friend 38 9.1 .. 33 6.9 .. 33 7.2 neighbour 15 3.6 .. 25 5.2 .. 15 3.3 authority or reverse authority figure 1 0.2 .. 1 0.2 .. 3 0.7 business relationship 6 1.4 .. 5 1.0 .. 8 1.7 casual acquaintance 80 19.2 .. 91 19.0 .. 107 23.3 criminal relationship 33 7.9 0.09 64 13.3 0.18 44 9.6 stranger 81 19.4 0.22 88 18.3 0.24 76 16.5 unknown relationship 18 .. .. 6 .. .. 4 .. total solved homicides 435 100.0 .. 486 100.0 .. 463 100.0 unsolved homicides 216 .. .. 180 .. .. 124 .. total homicides 651 .. .. 666 .. .. 586 .."
0.5129631161689758,1,what is the result of biels raced in the 800 m where he finished eighth in heat 15467,men. athlete event heat heat semifinal semifinal final final athlete event result rank result rank result rank james chiengjiek 400 m 52.89 8 did not advance did not advance did not advance did not advance yiech biel 800 m 1:54.67 8 did not advance did not advance did not advance did not advance paulo lokoro 1500 m 4:03.96 11 did not advance did not advance did not advance did not advance yonas kinde marathon n/a n/a n/a n/a 2:24:08 90
0.5124704837799072,5,how many percent of femaledominated occupationsdefined as occupations where the proportion of female workers 829 how many percent of maledominated occupationsdefined as occupations where the proportion of male workers 767 how many percent of examining detailed occupations femaledominated occupations in health have higher levels of job stability than those in trades transport and equipment operators largely dominated by men 870 how many percent of examining detailed occupations femaledominated occupations in education professions have higher levels of job stability than those in trades transport and equipment operators largely dominated by men 925 when men are employed in femaledominated occupations what is their average oneyear retention rate 829,"note 1 by detailed occupation, paid workers aged 20 to 54, canada, 2017/2018. occupations percent female average one-year retention rate average one-year retention rate occupations percent female all in-progress jobs new job starts occupations percent percent percent management 35.6 89.8 91.8 business and finance: professional 57.3 84.0 76.1 business and finance: non-professional 73.7 79.0 56.8 natural and applied sciences: professional 24.8 83.3 72.7 natural and applied sciences: technical 23.8 81.6 62.6 health: professional 78.7 87.0 73.6 health: technical 83.8 85.8 77.2 education services: professional 70.0 92.5 68.3 law and social, community and government services: professional 65.7 80.8 82.1 paraprofessional in legal and social, community and education; front-line public protection; care providers 76.7 78.2 65.5 art, culture, recreation and sport 54.2 70.6 59.7 retail sales and service supervisors and specialized sales 50.6 82.0 75.5 sales and service representatives 59.2 71.4 64.3 sales and service support 58.0 68.5 57.1 trades, transport and equipment operators 8.0 76.3 49.8 natural resources, agriculture and related production 16.2 73.7 44.7 manufacturing and utilities 27.7 78.9 57.7 female-dominated occupations .. 82.9 62.0 male-dominated occupations .. 76.7 52.0 mixed occupations .. 77.9 61.0"
0.5124493837356567,12,in 20132014 what percentage of all cases completed in adult criminal court resulted in a finding of guilt 630 in 20132014 what percentage of all cases completed in adult criminal court resulted in stayed or withdrawn 320 in 20132014 what percentage of all cases completed in adult criminal court resulted in acquitted 40 in 20132014 what percentage of all cases completed in adult criminal court resulted in another type of decision 10 in 2013 2014 what percentage of cases involving violent crimes completed by adult criminal courts were convicted 500 in 2013 2014 what percentage of cases involving property crimes completed by adult criminal courts were convicted 590 in 2013 2014 what percentage of cases involvingadministration of justice offences completed by adult criminal courts were convicted 720 in 20132014 what percentage of violent crimes were found guilty of robbery 590 in 20132014 what percentage of violent crimes were found guilty of attempted murder cases 200 what percentage of attempted murder cases are stayedwithdrawn 650 what percentage of guilt cases fail to appear in court 460 what percentage of guilt cases were unlawfully at large 830,"cases completed in adult criminal court, by type of offence and decision, canada, 2013/2014. type of offence guilty guilty stayed/withdrawn stayed/withdrawn acquitted acquitted other decisions other decisions total cases total cases type of offence number percent number percent number percent number percent number percent violent offences 42,267 50 34,644 41 6,530 8 1,421 2 84,862 100 homicide 137 53 106 41 8 3 7 3 258 100 attempted murder 38 20 120 65 9 5 19 10 186 100 robbery 2,005 59 1,207 36 138 4 38 1 3,388 100 sexual assault 1,357 45 1,333 44 269 9 43 1 3,002 100 other sexual offences 1,984 57 1,192 34 230 7 56 2 3,462 100 major assault 10,188 53 7,167 37 1,577 8 300 2 19,232 100 common assault 15,867 47 15,493 46 1,835 5 435 1 33,630 100 uttering threats 8,154 52 5,523 35 1,811 11 322 2 15,810 100 criminal harassment 1,470 46 1,235 39 362 11 108 3 3,175 100 other violent offences 1,067 39 1,268 47 291 11 93 3 2,719 100 property offences 48,601 59 31,188 38 1,667 2 731 1 82,187 100 theft 22,100 61 13,657 38 364 1 243 1 36,364 100 break and enter 6,534 68 2,498 26 442 5 135 1 9,609 100 fraud 7,107 62 3,864 34 233 2 177 2 11,381 100 mischief 6,982 54 5,631 43 336 3 92 1 13,041 100 possess stolen property 4,911 47 5,144 50 254 2 62 1 10,371 100 other property offences 967 68 394 28 38 3 22 2 1,421 100 administration of justice offences 59,217 72 20,758 25 1,503 2 638 1 82,116 100 fail to appear 2,015 46 2,316 53 14 0 44 1 4,389 100 breach of probation 25,121 80 5,441 17 566 2 206 1 31,334 100 unlawfully at large 2,147 83 376 14 52 2 20 1 2,595 100 fail to comply with order 24,159 68 10,421 29 676 2 260 1 35,516 100 other administration of justice offences 5,775 70 2,204 27 195 2 108 1 8,282 100 other criminal code offences 9,237 60 5,293 35 588 4 154 1 15,272 100 weapons 5,741 64 2,859 32 345 4 75 1 9,020 100 prostitution 204 23 662 73 35 4 2 0 903 100 disturbing the peace 831 63 476 36 7 1 2 0 1,316 100 residual criminal code offences 2,461 61 1,296 32 201 5 75 2 4,033 100 criminal code 159,322 60 91,883 35 10,288 4 2,944 1 264,437 100 criminal code traffic offences 37,825 78 8,001 17 2,224 5 284 1 48,334 100 impaired driving 30,092 78 6,354 16 1,996 5 193 0 38,635 100 other criminal code traffic offences 7,733 80 1,647 17 228 2 91 1 9,699 100 total criminal code offences 197,147 63 99,884 32 12,512 4 3,228 1 312,771 100 other federal statute offences 31,181 65 14,641 31 1,467 3 580 1 47,869 100 drug possession 6,916 46 7,912 53 34 0 63 0 14,925 100 other drug offences 5,368 53 4,540 45 108 1 84 1 10,100 100 youth criminal justice act 790 70 334 30 4 0 4 0 1,132 100 residual federal statute offences 18,107 83 1,855 9 1,321 6 429 2 21,712 100 total offences 228,328 63 114,525 32 13,979 4 3,808 1 360,640 100"
0.5120787024497986,2,how many thousand rd workers did companies active in research and development those that paid for or performed rd employ in the united states in 2013 14950 how many percent did companies with 500 or more domestic employees account of the 15 million business rd employees in the united states in 2013 0697659,"employment of companies that performed or funded u.s. business r&d, by selected industry and company size: 2013. industry, naics code, and company size worldwide employmenta worldwide employmenta worldwide employmenta domestic employmenta domestic employmenta domestic employmenta foreign employmenta foreign employmenta foreign employmenta foreign share (%)b foreign share (%)b foreign share (%)b industry, naics code, and company size all r&d non-r&d all r&d non-r&d all r&d non-r&d all r&d non-r&d all industries, 21-33, 42-81 30560 2095 28465 20046 1495 18551 10514 600 9914 34.4 28.6 34.8 manufacturing industries, 31-33 17661 1266 16395 10457 898 9559 7204 368 6836 40.8 29.1 41.7 chemicals, 325 2692 229 2463 1607 166 1441 1085 63 1022 40.3 27.5 41.5 pharmaceuticals and medicines, 3254 1073 155 918 622 117 505 451 38 413 42 24.5 45 other 325 1619 74 1545 985 49 936 634 25 609 39.2 33.8 39.4 machinery, 333 1637 113 1524 918 83 835 719 30 689 43.9 26.5 45.2 computer and electronic products, 334 2715 395 2320 1277 255 1022 1438 140 1298 53 35.4 55.9 semiconductor and other electronic components, 3344 1055 183 872 336 109 227 719 74 645 68.2 40.4 74 navigational, measuring, electromedical, control instruments, 3345 909 81 828 526 61 465 383 20 363 42.1 24.7 43.8 other 334 751 131 620 415 85 330 336 46 290 44.7 35.1 46.8 transportation equipment, 336 3111 215 2896 1854 157 1697 1257 58 1199 40.4 27 41.4 automobiles, trailers, and parts, 3361-63 1905 119 1786 930 83 847 975 36 939 51.2 30.3 52.6 aerospace products and parts, 3364 994 86 908 751 64 687 243 22 221 24.4 25.6 24.3 other 336 210 12 198 172 11 161 38 1 37 18.1 8.3 18.7 manufacturing nec, other 31-33 1775 138 1637 952 92 860 823 46 777 46.4 33.3 47.5 nonmanufacturing industries, 21-23, 42-81 12899 828 12071 9589 597 8992 3310 231 3079 25.7 27.9 25.5 information, 51 3353 406 2947 2182 277 1905 1171 129 1042 34.9 31.8 35.4 software publishers, 5112 1625 290 1335 714 181 533 911 109 802 56.1 37.6 60.1 data processing, hosting, and related services, 518 423 51 372 288 42 246 135 9 126 31.9 17.6 33.9 other 51 1305 65 1240 1180 54 1126 125 11 114 9.6 16.9 9.2 professional, scientific, and technical services, 54 1992 310 1682 1430 223 1207 562 87 475 28.2 28.1 28.2 computer systems design and related services, 5415 808 113 695 512 75 437 296 38 258 36.6 33.6 37.1 scientific r&d services, 5417 292 106 186 232 72 160 60 34 26 20.5 32.1 14 other 54 892 91 801 686 76 610 206 15 191 23.1 16.5 23.8 nonmanufacturing nec, other 21-23, 42-81 3102 29 3073 2342 27 2315 760 2 758 24.5 6.9 24.7 size of company 5-24 617 112 505 578 98 480 39 14 25 6.3 12.5 5 25-49 626 80 546 567 72 495 59 8 51 9.4 10 9.3 50-99 835 89 746 790 81 709 45 8 37 5.4 9 5 100-249 1219 128 1091 986 112 874 233 16 217 19.1 12.5 19.9 250-499 1030 97 933 842 79 763 188 18 170 18.3 18.6 18.2 500-999 1043 85 958 762 68 694 281 17 264 26.9 20 27.6 1,000-4,999 4188 364 3824 2537 240 2297 1651 124 1527 39.4 34.1 39.9 5,000-9,999 3331 254 3077 1599 141 1458 1732 113 1619 52 44.5 52.6 10,000-24,999 4613 269 4344 2903 201 2702 1710 68 1642 37.1 25.3 37.8 25,000 or more 13059 618 12441 8482 403 8079 4577 215 4362 35 34.8 35.1"
0.5116308331489563,12,which year would have a higher participation rate if educational factors had been held constant 1996 or 2016 2016 counterfactual how much would the participation rate have increased from 1996 to 2016 if family factors had been held constant over the period 99 how much would the participation rate have increased if the age structure had remained the same as in 1996 121 how much did the participation rate increase from 1996 to 2016 139 how much would the participation rate have increased when all factors are considered together in the model 78 how much would the participation have increased among men if all of these factors had been held constant 69 how much did the participation increased among men from 1996 to 2016 113 what percentage of the overall increase in the participation rate of men from 1996 to 2016 was caused by compositional effects 0389381 how much increase in the participation rate would be caused holding age family status and education constant 88 how much increase in the participation rate did older women eventually achieve from 1996 to 2016 158 what percentage of overall change in participation rates among women was caused by compositional effects 0443038 what percentage of overall change in participation rates among women was caused by noncompositional effects 0556962,". both sexes men women percent percent percent actual 1996 23.8 32.2 16.6 2007 33.3 40.1 27.3 2016 37.7 43.5 32.4 2016 counterfactual with 1996 age structure only 35.9 42.6 30.1 with 1996 education only 30.6 37.7 24.3 with 1996 family structure only 33.7 39.2 28.5 with 1996 age, family and education structure 31.6 39.1 25.4"
0.5115329623222351,5,how many million dollars did total research space increase net assignable square feet nasf over fy 20132015 period 29 how many million dollars was total research space net assignable square feet nasf in fy 2013 2118 how many million dollars was total research space net assignable square feet nasf in fy 2015 2147 how many million dollars did biological and biomedical sciences total fewer nasf of research space in fy 2015 than in fy 2013 13 biological and biomedical sciences totaled 13 million fewer nasf of research space in fy 2015 than in fy 2013 how many percent of a decrease 0023256,"science and engineering research space in academic institutions, by field and research animal space: fys 2007-15. field and research animal space fy 2007 fy 2009 fy 2011 fy 2013 fy 2015 all research space 187.9 196.1 202.2 211.8 214.7 agricultural sciences 27.9 29.5 27.6 30.5 28.1 biological and biomedical sciences 44.8 50.3 53.7 57.2 55.9 computer and information sciences 4.8 5.2 5 4.3 4.6 engineering 28.4 30.2 31.7 33.5 34.3 geosciences, atmospheric, and ocean sciences 8.4 8 7.8 7.8 8.1 health sciences 37 36.3 36.7 38 39.2 mathematics and statistics 1.6 1.5 1.5 1.7 1.8 natural resources and conservation na na na na 3.5 physical sciences 20.3 20.5 21.8 22.9 22.7 psychology 4.9 5.2 5.5 5.5 5.5 social sciences 6 5.5 5.7 5.7 6 other 3.7 3.9 5.2 4.8 4.9 research animal space 17.8 18.1 18.4 18.9 19.4"
0.5108859539031982,1,which club did percy oldacre join and score five goals in six first division games in the 192122 and 192223 seasons sheffield united,statistics. club season division league league fa cup fa cup other other total total club season division apps goals apps goals apps goals apps goals sheffield united 1921-22 first division 5 4 0 0 0 0 5 4 sheffield united 1922-23 first division 1 1 0 0 0 0 1 1 sheffield united total total 6 5 0 0 0 0 6 5 halifax town 1923-24 third division north 8 1 0 0 0 0 8 1 crewe alexandra 1924-25 third division north 25 12 2 0 0 0 27 12 port vale 1926-27 second division 1 0 0 0 0 0 1 0
0.5108764171600342,1,which league did garcia play side jorge wilstermann in 2006 bolivian primera division,career statistics. club season league league league cup cup continental continental other other total total club season division apps goals apps goals apps goals apps goals apps goals independiente 1997-98 argentine primera division 5 0 0 0 - - 0 0 5 0 toros neza 2000-01 primera division a 15 1 0 0 - - 0 0 15 1 america de cali 2001 categoria primera a 3 0 0 0 0 0 0 0 3 0 argentinos juniors 2001-02 argentine primera division 33 1 0 0 - - 0 0 33 1 nueva chicago 2002-03 argentine primera division 34 1 0 0 - - 0 0 34 1 nueva chicago 2005-06 primera b nacional 9 0 0 0 - - 0 0 9 0 nueva chicago total total 43 1 0 0 - - 0 0 43 1 jorge wilstermann 2006 bolivian primera division 8 0 0 0 - - 0 0 8 0 alumni 2007-08 torneo argentino a 22 1 0 0 - - 0 0 22 1 tiro federal 2008-09 torneo argentino b 15 1 0 0 - - 0 0 15 1 career total career total career total 144 5 0 0 0 0 0 0 144 5
0.5108411908149719,3,in 20132014 what is the percentage of cases related to violent offences included charges for offences against the administration of justice 0196566 what is the percentage of cases where other criminal code charges such as those related to weapons prostitution and impaired driving were the mso include offences against the administration of justice in 20132014 0139431 what is the percentage of drugrelated cases included offences against the administration of justice in 20132014 0131469,"completed adult criminal court cases, by most serious offence, canada, 2005/2006 to 2013/2014. most serious offence 2005/2006 2006/2007 2007/2008 2008/2009 2009/2010 2010/2011 2011/2012 2012/2013 2013/2014 most serious offence number of completed cases number of completed cases number of completed cases number of completed cases number of completed cases number of completed cases number of completed cases number of completed cases number of completed cases violent offences include offences against the administration of justice 16,459 16,599 17,540 18,056 18,371 18,450 18,306 18,001 16,681 exclude offences against the administration of justice 77,520 75,737 76,523 77,058 78,317 76,270 74,919 73,032 68,181 total 93,979 92,336 94,063 95,114 96,688 94,720 93,225 91,033 84,862 property offences include offences against the administration of justice 28,976 29,128 29,564 28,507 29,269 29,685 27,207 26,393 25,647 exclude offences against the administration of justice 67,653 65,140 65,006 64,549 68,911 68,229 64,173 62,271 56,540 total 96,629 94,268 94,570 93,056 98,180 97,914 91,380 88,664 82,187 offences against the administration of justice include offences against the administration of justice 72,645 75,542 82,106 83,499 84,684 85,947 85,607 85,554 82,116 exclude offences against the administration of justice .. .. .. .. .. .. .. .. .. total 72,645 75,542 82,106 83,499 84,684 85,947 85,607 85,554 82,116 drug offences include offences against the administration of justice 3,180 3,606 3,938 4,309 3,934 3,811 3,753 3,461 3,290 exclude offences against the administration of justice 21,462 22,002 23,645 24,378 24,632 25,562 25,922 24,419 21,735 total 24,642 25,608 27,583 28,687 28,566 29,373 29,675 27,880 25,025 other criminal code offences include offences against the administration of justice 11,013 11,295 12,036 12,473 12,761 13,210 12,706 13,255 11,896 exclude offences against the administration of justice 82,116 80,283 81,656 84,642 87,763 87,315 80,156 80,014 73,422 total 93,129 91,578 93,692 97,115 100,524 100,525 92,862 93,269 85,318 youth criminal justice act include offences against the administration of justice 154 131 140 146 181 198 188 143 146 exclude offences against the administration of justice 1,144 1,074 1,039 1,080 1,228 1,280 1,179 1,071 986 total 1,298 1,205 1,179 1,226 1,409 1,478 1,367 1,214 1,132 total offences include offences against the administration of justice 132,427 136,301 145,324 146,990 149,200 151,301 147,767 146,807 139,776 exclude offences against the administration of justice 249,895 244,236 247,869 251,707 260,851 258,656 246,349 240,807 220,864 total 382,322 380,537 393,193 398,697 410,051 409,957 394,116 387,614 360,640"
0.5106838941574097,1,how many points did roman sebrle get in the decathlon 90260,"results. rank athlete decathlon decathlon decathlon decathlon decathlon decathlon decathlon decathlon decathlon decathlon points rank athlete 1 2 3 4 5 6 7 8 9 10 points 1 roman sebrle 10,64 8.11 15.33 2.12 47,79 13,92 47.92 4.80 70.16 4.21,98 9026 2 erki nool 10,73 7.80 14.37 1.97 46,89 14,46 43.32 5.30 66.94 4.39,11 8604 3 tomas dvorak 10,84 7.69 15.83 1.97 48,76 13,99 46.74 4.70 66.66 4.33,58 8527 4 lev lobodin 10,66 7.32 15.93 2.00 48,91 14,22 48.53 5.20 54.56 4.35,97 8465 5 attila zsivoczky 11,01 7.19 14.60 2.12 48,81 15,43 46.73 4.50 60.57 4.21,85 8173 6 klaus ambrosch 10,93 7.39 14.71 1.94 49,33 14,56 39.52 4.80 68.15 4.36,36 8122 7 zsolt kurtosi 11,08 7.16 14.77 2.06 49,07 14,30 46.61 4.70 59.83 4.49,58 8099 8 chiel warners 10,90 7.49 15.16 1.94 47,70 14,48 41.64 4.80 55.62 4.42,47 8085 9 eduard hamalainen 10,99 7.11 15.67 1.91 48,01 14,36 46.41 4.90 50.33 4.42,66 8028 10 benjamin jensen 10,87 6.94 14.85 1.85 48,77 14,30 40.38 5.00 58.51 4.27,65 8004 11 florian schonbeck 11,31 7.35 14.17 1.88 50,51 15,06 44.07 5.10 58.11 4.31,69 7891 12 andre niklaus 11,09 7.17 12.99 2.03 50,14 14,61 41.56 5.00 51.95 4.26,13 7891 13 thomas tebbich 10,99 7.11 13.78 2.00 49,26 15,07 40.18 4.50 54.32 4.46,57 7632 14 luiggy llanos 10,89 6.89 13.67 1.97 48,67 14,70 41.14 4.10 63.93 4.59,38 7613 15 michael schnallinger 11,35 6.93 12.98 1.97 50,25 14,83 41.30 4.60 61.65 4.47,22 7576 16 thomas walser 11,03 6.81 15.10 1.94 49,90 15,27 39.45 4.20 59.97 4.40,22 7546 17 markus walser 10,76 6.83 14.67 1.82 48,76 14,97 37.20 4.40 58.23 4.48,52 7506 none none none none none none none none none none none none none - aki heikkinen 11,14 7.10 14.74 1.88 50,61 dns - - - - dnf - jon arnar magnusson 11,00 7.58 15.54 1.94 dns - - - - - dnf - raul duany 11,29 6.26 13.75 2.06 dns - - - - - dnf - adrian krebs 11,00 dns - - - - - - - - dnf"
0.5106642842292786,1,in 2012 which league did sweeney join side bray wanderers league of ireland premier division,career statistics. club season league league league national cup national cup league cup league cup other other total total club season division apps goals apps goals apps goals apps goals apps goals bray wanderers 2012 league of ireland premier division 12 0 0 0 0 0 1 0 13 0 bray wanderers total total 12 0 0 0 0 0 1 0 13 0 reading 2012-13 premier league 0 0 0 0 0 0 0 0 0 0 reading 2013-14 efl championship 0 0 0 0 0 0 0 0 0 0 reading 2014-15 efl championship 0 0 0 0 0 0 0 0 0 0 reading 2015-16 efl championship 0 0 0 0 0 0 0 0 0 0 reading total total 0 0 0 0 0 0 0 0 0 0 exeter city 2016-17 efl league two 29 0 1 0 2 0 5 0 37 0 exeter city 2017-18 efl league two 40 8 4 1 1 0 4 0 49 9 exeter city 2018-19 efl league two 9 4 0 0 2 0 1 0 12 4 total total total 78 12 5 1 5 0 10 0 98 13 career total career total career total 90 12 5 1 5 0 11 0 111 13
0.5103642344474792,1,how many passing yards did siemian have in his career at northwestern 59310,"college statistics. year team passing passing passing passing passing passing passing passing rushing rushing rushing rushing year team cmp att pct yds avg td int rtg att yds avg td 2011 northwestern 16 26 61.5 256 9.8 3 1 174.6 5 19 3.8 0 2012 northwestern 128 218 58.7 1,312 6.0 6 3 115.6 21 48 2.3 1 2013 northwestern 178 298 59.7 2,149 7.2 11 9 126.4 48 33 0.7 0 2014 northwestern 228 392 58.2 2,214 5.6 7 11 105.9 68 123 1.8 5 career career 550 934 58.9 5,931 6.4 27 24 116.6 142 23 0.2 6"
0.5101715326309204,13,what are the average ages of registered first nations cohort members for men and women respectively 403 sd 129 397 sd 126 what are the death rates for men and women by the end of the followup period december 31 2006respectively 16 12 which group of people was less likely to be divorced or widowed men which group of people was more likely to be single men how many percent of registered first nations cohort members were in the highest income quintile 0054291 how many percent of registered first nations cohort members were in the lowest income quintile 0411559 what percentages of men and women respectively were not secondary school graduates 60 56 what are the employed rate and unemployed rate for men respectively 50 21 what are the employed rate and unemployed rate for women respectively 40 11 which group of people is more likely not to be in the labour force women about threequarters of cohort members lived in crowded dwelling what fraction of cohort members was in dwellings that needed major repairs 0663176 by the end of followup how many percent of registered first nations cohort members had moved within a census division 0302448 how many percent of registered first nations cohort members had moved from one census division or provinceterritory to another 0204545,"descriptive statistics, registered first nations members of 1991-to-2006 census mortality and cancer cohort, 1991. men men women women number percent number percent total 24,900 100 32,400 100 average age 40.3 (sd 12.9 .. 39.7 (sd 12.6 .. died during follow-up 4,000 16 3,800 12 marital status single 5,400 22 5,100 16 married/common-law 17,000 69 22,200 68 divorced/widowed 2,400 10 5,100 16 income quintile 1 9,800 40 13,700 42 2 6,400 26 8,100 25 3 4,300 17 5,400 17 4 2,900 12 3,400 11 5 1,400 6 1,700 5 educational attainment less than secondary school graduation 14,800 60 18,200 56 secondary school graduation 8,000 32 9,200 28 some postsecondary 1,700 7 4,100 13 university degree or more 400 2 900 3 labour force status employed 12,500 50 13,100 40 unemployed 5,300 21 3,500 11 not in labour force 7,100 29 15,800 49 dwelling in need of major repair no 16,300 65 21,700 67 yes 8,600 35 10,700 33 move distance non-mover 12,400 50 15,800 49 within census subdivision/census division 7,400 30 9,900 31 across census division/province 5,100 20 6,600 20 metropolitan influence zone census metropoitan area 5,800 23 8,600 26 moderate/strong 4,200 17 5,300 16 weak 8,600 35 1,110 34 no 6,300 25 7,400 23 1991 community well-being index (cwb) score above average for first nations communities 13,300 54 18,200 56 below average for first nations communities 11,500 46 14,200 44 income component above average for first nations communities 14,400 54 18,100 59 below average for first nations communities 11,500 46 13,300 41 education component above average for first nations communities 13,800 56 19,100 59 below average for first nations communities 11,000 44 13,300 41 labour force activity component above average for first nations communities 13,700 55 18,800 58 below average for first nations communities 11,100 45 13,600 42 housing component above average for first nations communities 13,700 55 18,600 57 below average for first nations communities 11,100 45 13,800 43 average 1991 cwb score total 55 (sd 13 .. 57 (sd 14 .. income component 55 (sd 17 .. 57 (sd 17 .. education component 27 (sd 13 .. 28 (sd 14 .. labour force component 69 (sd 12 .. 70 (sd 12 .. housing component 70 (sd 17 .. 71 (sd 18 .."
0.5095057487487793,1,in the 201516 which league was singh part of the shillong lajong ileague,career statistics. club season league league league cup cup continental continental total total club season division apps goals apps goals apps goals apps goals shillong lajong 2014-15 i-league 5 0 - - - - 5 0 shillong lajong 2015-16 i-league 15 0 - - - - 15 0 shillong lajong 2016-17 i-league 18 0 - - - - 18 0 shillong lajong shillong lajong total shillong lajong total 38 0 0 0 0 0 38 0 northeast united 2014 isl 0 0 - - - - 0 0 kerala blasters 2017-18 isl 1 0 - - - - 1 0 career total career total career total 39 0 0 0 0 0 39 0
0.5094976425170898,2,what was the percent of students who were sexually assaulted in the previous 12 months said they knew where to get help at school if a friend was harassed or sexually assaulted 680 what was the percent of students who were not sexually assaulted 810,"awareness of information provided by the school related to unwanted sexualized behaviours and sexual assault among canadian military college students, 2019. awareness of information experienced sexual assault experienced sexual assault experienced sexual assault did not experience sexual assault did not experience sexual assault did not experience sexual assault experienced unwanted sexualized behaviours experienced unwanted sexualized behaviours experienced unwanted sexualized behaviours did not experience unwanted sexualized behaviours did not experience unwanted sexualized behaviours did not experience unwanted sexualized behaviours awareness of information percent 95% confidence interval 95% confidence interval percent 95% confidence interval 95% confidence interval percent 95% confidence interval 95% confidence interval percent 95% confidence interval 95% confidence interval awareness of information percent from to percent from to percent from to percent from to have you received information from your school on: school policy on harassment and sexual assault yes 85 71 93 89 87 91 92 88 94 86 83 89 no f .. .. 6 4 8 5 3 9 7 5 10 don't know f .. .. 4 3 6 f .. .. 6 4 9 what sexual assault is and how to recognize it yes 82 67 91 87 85 90 91 87 94 83 80 86 no f .. .. 8 6 10 6 3 10 11 8 14 don't know f .. .. 5 3 7 f .. .. 5 4 8 what harassment is and how to recognize it yes 85 71 93 89 86 91 93 89 95 85 81 88 no f .. .. 6 5 9 f .. .. 9 7 12 don't know f .. .. 5 3 7 f .. .. 5 4 8 school's confidential resources for harassment and sexual assault and how to locate them yes 73 58 84 85 82 88 90 85 93 80 76 84 no f .. .. 9 7 11 6 4 9 12 9 15 don't know f .. .. 5 3 7 f .. .. 6 4 9 options to help prevent harassment and sexual assault, including bystander action yes 72 57 83 85 82 87 90 86 93 79 75 83 no f .. .. 10 8 12 6 4 10 13 10 16 don't know f .. .. 5 4 7 f .. .. 7 5 10 are you aware of these procedures and services at your school? procedures for dealing with reported incidents of harassment and sexual assault yes 73 58 84 83 80 86 86 82 90 80 76 83 no f .. .. 10 8 13 9 6 14 12 9 16 don't know f .. .. 6 4 8 f .. .. 7 5 9 services available at school for victims of harassment and sexual assault yes 74 59 85 84 81 87 86 81 90 81 77 84 no f .. .. 10 8 12 9 6 13 12 9 15 don't know f .. .. 6 4 8 f .. .. 7 5 9 off-campus resources for victims of harassment and sexual assault yes 65 50 78 76 73 80 75 69 80 75 71 79 no f .. .. 14 12 18 17 13 23 15 11 18 don't know f .. .. 9 7 11 6 4 10 9 7 13 where at school to take a friend to get help if they are harassed or sexually assaulted yes 68 53 80 81 78 84 82 77 86 79 75 82 no f .. .. 11 9 14 12 8 16 12 9 15 don't know f .. .. 7 5 9 f .. .. 8 6 11"
0.5093411803245544,1,who has attended the brics brazil russia india china and south africa summit conferences since 2013 vladimir putin,. summit year host country country country country country summit year host brazil russia india china south africa 1st 2009 russia luiz inacio lula da silva dmitry medvedev manmohan singh hu jintao n/a 2nd 2010 brazil luiz inacio lula da silva dmitry medvedev manmohan singh hu jintao n/a 3rd 2011 china dilma rousseff dmitry medvedev manmohan singh hu jintao jacob zuma 4th 2012 india dilma rousseff dmitry medvedev manmohan singh hu jintao jacob zuma 5th 2013 south africa dilma rousseff vladimir putin manmohan singh xi jinping jacob zuma 6th 2014 brazil dilma rousseff vladimir putin narendra modi xi jinping jacob zuma 7th 2015 russia dilma rousseff vladimir putin narendra modi xi jinping jacob zuma 8th 2016 india michel temer vladimir putin narendra modi xi jinping jacob zuma 9th 2017 china michel temer vladimir putin narendra modi xi jinping jacob zuma 10th 2018 south africa michel temer vladimir putin narendra modi xi jinping cyril ramaphosa
