num_pairs,table,qas
1,[Table caption:regular season; ] [TAB] | season | team | games | games | tackles | tackles | tackles | tackles | tackles | tackles | interceptions | interceptions | interceptions | interceptions | interceptions | fumbles | fumbles | fumbles | fumbles | [SEP] | season | team | gp | gs | comb | total | ast | sck | sfty | pdef | int | yds | avg | lng | tds | ff | fr | yds | tds | [SEP] | 2005 | philadelphia eagles | 15 | 7 | 46 | 38 | 8 | 5.0 | - | 2 | - | - | - | - | - | 1 | 0 | 0 | 0 | [SEP] | 2006 | philadelphia eagles | 16 | 14 | 62 | 43 | 19 | 8.0 | - | 2 | 1 | 19 | 19.0 | 19t | 1 | 1 | 1 | 0 | 0 | [SEP] | 2007 | philadelphia eagles | 16 | 16 | 70 | 49 | 21 | 12.5 | - | 2 | - | - | - | - | - | 4 | 1 | 0 | 0 | [SEP] | 2008 | philadelphia eagles | 16 | 16 | 77 | 59 | 18 | 9.0 | - | 2 | - | - | - | - | - | 2 | 0 | 0 | 0 | [SEP] | 2009 | philadelphia eagles | 16 | 16 | 57 | 48 | 9 | 12.5 | - | - | - | - | - | - | - | 2 | 0 | 0 | 0 | [SEP] | 2010 | philadelphia eagles | 15 | 15 | 65 | 50 | 15 | 10.0 | - | 2 | - | - | - | - | - | 1 | 0 | 0 | 0 | [SEP] | 2011 | philadelphia eagles | 14 | 14 | 44 | 41 | 3 | 11.0 | - | 1 | - | - | - | - | - | 1 | 0 | 0 | 0 | [SEP] | 2012 | philadelphia eagles | 16 | 16 | 40 | 24 | 16 | 3.0 | - | - | - | - | - | - | - | 1 | 1 | 0 | 0 | [SEP] | 2013 | philadelphia eagles | 16 | 16 | 56 | 44 | 12 | 8.0 | 1 | 3 | - | - | - | - | - | 3 | 0 | 0 | 0 | [SEP] | 2014 | philadelphia eagles | 15 | 15 | 52 | 40 | 12 | 6.5 | - | - | - | - | - | - | - | 3 | 0 | 0 | 0 | [SEP] | 2015 | indianapolis colts | 14 | 14 | 32 | 20 | 12 | 3.0 | - | 3 | - | - | - | - | - | 2 | 0 | 0 | 0 | [SEP] | 2016 | indianapolis colts | 7 | 4 | 17 | 20 | 5 | 2.0 | - | 1 | - | - | - | - | - | 2 | 0 | 0 | 0 | [SEP] |  | total | 176 | 157 | 618 | 456 | 150 | 90.5 | 1 | 27 | 1 | 19 | 19.0 | 19 | 1 | 21 | 3 | 1 | 0 |,how many sacks did cole make in the 2007 season? 12.5
3,"[Table caption:distribution by the industrial sector, the unionization rate and the rate of participation in a pension plan over a five-year period; ] [TAB] | | bac | bac | bac | bac | [SEP] |  | 2 years before | 2 years after | 2012 | 2016 | [SEP] |  | percent | percent | percent | percent | [SEP] | industrial sector |  |  |  |  | [SEP] | goods-producing industries | 4.7 | 6.4 | 10.5 | 11.1 | [SEP] | low value-added service industry | 22.1 | 9.9 | 11.0 | 8.3 | [SEP] | high value-added service industry | 30.2 | 36.6 | 39.4 | 38.3 | [SEP] | educational services | 9.9 | 11.6 | 11.8 | 12.9 | [SEP] | health care and social assistance | 12.8 | 14.0 | 9.8 | 9.2 | [SEP] | public administration | 15.1 | 18.0 | 12.0 | 14.0 | [SEP] | unknown | 5.2 | 3.5 | 5.5 | 6.1 | [SEP] | unionization rate |  |  |  |  | [SEP] | had union contributions | 37.8 | 42.4 | 35.9 | 37.7 | [SEP] | had no union contributions | 62.2 | 57.6 | 64.1 | 62.3 | [SEP] | rate of participation in a pension plan |  |  |  |  | [SEP] | participated in a pension plan | 30.2 | 46.5 | 37.0 | 46.3 | [SEP] | did not participate in a pension plan | 69.8 | 53.5 | 63.0 | 53.7 |","in total, what was the proportion of bachelor graduates from 2010 who obtained an additional short-duration credential between 2013 and 2015 and who worked in low value-added service industries fell two years before obtaining the short-duration credential? 22.1 in total, what was the proportion of bachelor graduates from 2010 who obtained an additional short-duration credential between 2013 and 2015 and who worked in low value-added service industries fell two years after obtaining the short-duration credential? 9.9 what was the unionization rate increased betweeen two years before and two years after obtaining the short-duration credential? 4.6"
15,"[Table caption:women's reasons for seeking shelter, provinces and territories, april 16, 2014; ] [TAB] | type of reason | canada | canada | newfoundland and labrador | prince edward island | nova scotia | new brunswick | quebec | ontario | manitoba | saskatchewan | alberta | british columbia | yukon | northwest territories | nunavut | [SEP] | type of reason | frequency reason cited | percent of women residents | percent of women residents | percent of women residents | percent of women residents | percent of women residents | percent of women residents | percent of women residents | percent of women residents | percent of women residents | percent of women residents | percent of women residents | percent of women residents | percent of women residents | percent of women residents | [SEP] | abuse: |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | [SEP] | emotional abuse | 2,933 | 66 | 77 | 67 | 56 | 80 | 68 | 65 | 67 | 60 | 67 | 65 | 85 | 89 | 89 | [SEP] | physical abuse | 2,193 | 50 | 45 | 27 | 48 | 47 | 47 | 46 | 65 | 53 | 59 | 51 | 62 | 59 | 53 | [SEP] | financial abuse | 1,671 | 38 | 32 | 27 | 36 | 42 | 36 | 37 | 42 | 20 | 44 | 43 | 23 | 41 | 42 | [SEP] | threats | 1,593 | 36 | 40 | 33 | 40 | 51 | 35 | 33 | 37 | 34 | 33 | 43 | 31 | 44 | 68 | [SEP] | harassment | 1,183 | 27 | 38 | 40 | 31 | 33 | 28 | 24 | 26 | 21 | 27 | 30 | 31 | 19 | 63 | [SEP] | sexual abuse | 925 | 21 | 15 | 27 | 17 | 22 | 23 | 18 | 28 | 21 | 26 | 22 | x | 19 | 21 | [SEP] | human trafficking | 67 | 2 | x | x | x | 5 | 2 | 1 | x | 4 | 2 | 2 | x | x | x | [SEP] | other abuse | 523 | 12 | x | x | x | x | 19 | 13 | x | 3 | 18 | 4 | x | 19 | x | [SEP] | protecting children from: |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | [SEP] | witnessing abuse of mother | 1,158 | 26 | 18 | 27 | 30 | 20 | 23 | 25 | 31 | 25 | 36 | 27 | x | 52 | x | [SEP] | psychological abuse | 784 | 18 | 17 | x | 21 | 18 | 17 | 16 | 20 | 19 | 23 | 18 | x | x | x | [SEP] | physical abuse | 428 | 10 | 11 | x | 10 | 10 | 11 | 8 | 19 | 11 | 11 | 12 | x | x | x | [SEP] | threats | 348 | 8 | 5 | x | 6 | 8 | 9 | 7 | 7 | 5 | 6 | 10 | x | x | x | [SEP] | neglect | 267 | 6 | 6 | x | x | 10 | 4 | 5 | 7 | 3 | 14 | 8 | x | x | x | [SEP] | sexual abuse | 72 | 2 | x | x | x | 4 | 1 | 1 | x | 2 | 2 | 2 | x | x | x | [SEP] | housing: |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | [SEP] | unable to find affordable housing | 1,311 | 30 | 25 | 67 | 23 | 21 | 23 | 31 | 19 | 25 | 35 | 35 | x | 37 | 47 | [SEP] | short-term housing problem | 767 | 17 | 15 | x | 11 | 5 | 10 | 25 | 9 | 16 | 15 | 16 | x | 19 | x | [SEP] | housing emergency | 428 | 10 | 11 | x | 14 | x | 6 | 12 | 4 | 10 | 9 | 9 | x | 15 | 37 | [SEP] | mental health | 1,087 | 25 | 43 | x | 27 | 39 | 30 | 23 | 19 | 18 | 27 | 21 | x | 15 | 16 | [SEP] | drug/alcohol addiction | 862 | 19 | 20 | 20 | 20 | 28 | 14 | 16 | 32 | 26 | 29 | 25 | 31 | x | 42 | [SEP] | other | 482 | 11 | x | x | 4 | 12 | 7 | 12 | 3 | 7 | 10 | 18 | x | x | x | [SEP] | unknown | 53 | .. | .. | .. | .. | .. | .. | .. | .. | .. | .. | .. | .. | .. | .. | [SEP] | total reasons for admission | 19,135 | .. | .. | .. | .. | .. | .. | .. | .. | .. | .. | .. | .. | .. | .. |","what are the top two common reasons women sought shelter? <emotional abuse>, <physical abuse> how many percent of women in shelters on the snapshot date have cited financial abuse as one of their reasons for seeking shelter? 38.0 how many percent of women in shelters on the snapshot date cited threats as one of their reasons for seeking shelter? 36.0 how many percent of women in shelters on the snapshot date cited harassment as one of their reasons for seeking shelter? 27.0 how many percent of women in shelters on the snapshot date cited sexual abuse as one of their reasons for seeking shelter? 21.0 how many percent of women in shelters on the snapshot date cited other abuse as one of their reasons for seeking shelter? 12.0 on that snapshot date, how many women have indicated human trafficking as a reason for seeking refuge? 67.0 how many percent of women have identified wanting to protect their children from witnessing abuse? 26.0 how many percent of women have identified wanting to protect their children from psychological abuse? 18.0 how many percent of women have identified wanting to protect their children from physical abuse as one of their reasons for seeking shelter? 10.0 how many percent of women have identified being unable to find affordable housing as one of their reasons for seeking shelter? 30.0 how many percent of women have cited short-term housing problems as one of their reasons for seeking shelter? 17.0 how many percent of women have reported housing emergencies as one of their reasons for seeking shelter? 10.0 among all provinces and territories recorded in the table, which province has the highest proportion unable to find affordable housing? prince edward island on snapshot day, which provinces or territories has the highest proportion of women residents with mental health issues? newfoundland and labrador"
9,"[Table caption:aboriginal identity population by sex, canada, 2011; ] [TAB] | aboriginal identity | females | females | males | males | females as % of the aboriginal group | [SEP] | aboriginal identity | number | percent | number | percent | females as % of the aboriginal group | [SEP] | total aboriginal identity population | 718,500 | 100.0 | 682,190 | 100.0 | 51.3 | [SEP] | first nations single identity | 439,775 | 61.2 | 411,785 | 60.4 | 51.6 | [SEP] | registered or treaty indian | 329,205 | 45.8 | 308,450 | 45.2 | 51.6 | [SEP] | not registered or treaty indian | 110,570 | 15.4 | 103,330 | 15.1 | 51.7 | [SEP] | metis single identity | 228,465 | 31.8 | 223,335 | 32.7 | 50.6 | [SEP] | inuit single identity | 29,950 | 4.2 | 29,495 | 4.3 | 50.4 | [SEP] | multiple aboriginal identities | 5,890 | 0.8 | 5,525 | 0.8 | 51.6 | [SEP] | aboriginal identities not included elsewhere | 14,420 | 2.0 | 12,055 | 1.8 | 54.5 |","how many aboriginal women and girls in canada? 718500.0 of the women and girls who identified themselves as an aboriginal person, how many percent of people reported being first nations? 61.2 of the women and girls who identified themselves as an aboriginal person, how many percent of people reported being first nations with registered indian status? 45.8 of the women and girls who identified themselves as an aboriginal person, how many percent of people reported being first nations? 15.4 of the women and girls who identified themselves as an aboriginal person, how many percentages of people reported being metis? 31.8 of the women and girls who identified themselves as an aboriginal person, how many percentages of people reported being inuit identity? 4.2 how many percentages of females reported multiple aboriginal identities? 0.8 how many percentages of females did not identify with an aboriginal group but reported having registered indian status and/or being a member of an indian band? 2.0 as with the total population in canada, how many percentages did women and girls make up of aboriginal people in canada? 51.3"
1,[Table caption:women; ] [TAB] | athlete | event | heat | heat | semifinal | semifinal | final | final | [SEP] | athlete | event | result | rank | result | rank | result | rank | [SEP] | janet achola | 1500 m | 4:11.64 | 11 | did not advance | did not advance | did not advance | did not advance | [SEP] | dorcus inzikuru | 3000 m steeplechase | 9:35.29 | 7 | n/a | n/a | did not advance | did not advance | [SEP] | jane suuto | marathon | n/a | n/a | n/a | n/a | 2:44:46 | 93 |,what's the result of dorcus inzikuru in heat? 9:35.29
6,"[Table caption:median net worth in 2016 dollars, selected census metropolitan areas; ] [TAB] | | all families | lowest quintile | second quintile | middle quintile | fourth quintile | highest quintile | [SEP] |  | 2016 dollars | 2016 dollars | 2016 dollars | 2016 dollars | 2016 dollars | 2016 dollars | [SEP] | survey reference year: 1999 |  |  |  |  |  |  | [SEP] | montreal | 91,600 | 2,400 | 43,400 | 103,200 | 149,800 | 417,000 | [SEP] | toronto | 165,300 | 6,900 | 60,800 | 148,700 | 236,900 | 540,100 | [SEP] | vancouver | 151,100 | 9,700 | 31,100 | 147,900 | 257,200 | 531,200 | [SEP] | canada | 144,500 | 7,900 | 71,700 | 145,700 | 219,900 | 446,700 | [SEP] | survey reference year: 2016 |  |  |  |  |  |  | [SEP] | montreal | 170,000 | 5,200 | 86,700 | 240,300 | 221,000 | 822,600 | [SEP] | toronto | 365,100 | 9,000 | 123,000 | 257,000 | 702,300 | 1,184,700 | [SEP] | vancouver | 434,400 | 19,300 | 135,000 | 507,500 | 629,100 | 1,695,000 | [SEP] | canada | 295,100 | 11,000 | 156,300 | 304,100 | 459,900 | 1,034,800 |",how much is the median wealth of families in the lowest income quintile in vancouver in 2016? 19300.0 how much is the median wealth of families in the lowest income quintile in toronto in 2016? 9000.0 how much is the median wealth of families in the lowest income quintile in montreal in 2016? 5200.0 how much is the median wealth of top-quintile families in vancouver in 2016? 1695000.0 how much higher is the median net wealth of top-quintile families in vancouver than that among top-earning families in toronto in 2016? 0.430742 how many times is the median net wealth of top-quintile families in vancouver higher than that among top-income families in montreal in 2016? 2.06054
1,"[TAB] col: | name | location | type | founded | enrollment | notes | [SEP] | college of southern nevada | las vegas | two year | 1971 | 37,758 | founded as clark county community college , later renamed the | [SEP] | desert research institute | reno and las vegas | graduate | 1959 | 440 | degrees awarded through the university of nevada , reno | [SEP] | great basin college | elko | four year | 1967 | 3,436 | founded as elko college , it was later rename | [SEP] | nevada state college | henderson | four year | 2002 | 3,390 |  | [SEP] | truckee meadows community college | reno | two year | 1971 | 11,849 | split from western nevada college in 1979 | [SEP] | university of nevada , las vegas | paradise | four year | 1957 | 28,515 |  | [SEP] | university of nevada , reno | reno | four year | 1874 | 21,353 |  | [SEP] | western nevada college | carson city | two year | 1971 | 4,820 | formerly known as western nevada community college |","who many feet above sea level is the city home to nevada state college ? 1,864"
1,"[TAB] col: | # | year | presenters | winners | [SEP] | 1 | 1956 | adriana serra , antonella steni , raff | mamma ( nunzio gallo ) e buon | [SEP] | 3 | 1958 | renato tagliani with walter chiari , raimondo | l'edera ( nilla pizzi ) | [SEP] | 4 | 1959 | delia scala , paolo panelli and nino manf | piove ( joe sentieri ) | [SEP] | 5 | 1960 | alberto lionello , lauretta masiero | romantica ( tony dallara ) | [SEP] | 8 | 1963 | various ( one for each region of italy ) | * ( in this edition the italian regions compete - sicily wins | [SEP] | 9 | 1964 | nino taranto and nadia gray | ' o sole mio ( claudio villa ) | [SEP] | 10 | 1965 | corrado with walter chiari and kessler twins | non son degno di te ( gianni morandi | [SEP] | 11 | 1966 | peppino de filippo | granada ( claudio villa ) | [SEP] | 12 | 1967 | alberto lupo , franco franchi and ciccio ingrass | dan dan dan ( dalida ) | [SEP] | 13 | 1968 | mina , walter chiari and paolo panelli | scende la pioggia ( gianni morandi ) | [SEP] | 14 | 1969 | johnny dorelli , raimondo vianello and kess | ma chi se ne importa ( gianni morandi | [SEP] | 15 | 1970 | corrado and raffaella carrà | vent'anni ( massimo ranieri ) | [SEP] | 17 | 1972 | pippo baudo and loretta goggi | erba di casa mia ( massimo ranieri ) | [SEP] | 18 | 1973 | pippo baudo and mita medici | alle porte del sole ( gigliola cinquetti ) |",what was the cause of death of the winner from 1967 ? suicide
1,"[TAB] col: | title | originally aired | description | [SEP] | the adult swim golf classic : daly vs. scott | 2016 | aired april 8 , 2016 . extended 72 minute version available | [SEP] | anime talk show | 2004 | space ghost interviews meatwad from aqua teen hunger force , | [SEP] | bushworld adventures | 2018 | 11 minute animated parody of rick and morty from michael cusack | [SEP] | christmas in december | 2009-10 | a christmas infomercial parody , featuring a compilation of mini | [SEP] | dinner with family with brett gelman and brett gelman 's family | 2015 | premiered on february 20 , 2015 | [SEP] | dinner with friends with brett gelman and friends | 2014 | live-action half-hour special parodying dinner for five . | [SEP] | earth ghost | 2011 | premiered on april 1 , 2011 as part of an april fool | [SEP] | freaknik : the musical | 2010 | a 60-minute special starring t-pain , rick | [SEP] | gēmusetto machu picchu | 2019 | animated miniseries by maxime simonet that aire | [SEP] | the greatest event in television history | 2012-14 | each episode aired periodically by itself as a series of specials | [SEP] | hunky boys go ding-dong | 2018-present |  | [SEP] | infomercials | 2009-present | quarter-hour american television comedy specials that lampoon the infomer | [SEP] | joe pera helps you find the perfect christmas tree | 2016 | aired december 9 , 2016 | [SEP] | mother , may i dance with mary jane 's fist | 2018 | forty-five minute special from mary elizabeth ellis and artemis peb | [SEP] | metalocalypse : the doom star requie | 2013 | one hour rock opera special from the adult swim series metalocalyps |","what is the original air year of the show that was released as a special feature on the squidbillies volume one dvd on october 16 , 2007 ? 2004"
1,[TAB] col: | year | athlete | nationality | time ( h : m : s ) | notes | [SEP] | 1983 | denise smith | united kingdom | 4:29:03 | course record | [SEP] | 1984 | kay mcshane | ireland | 3:10:04 | course record | [SEP] | 1985 | kay mcshane | ireland | 2:47:12 | course record ; second victory | [SEP] | 1986 | kay mcshane | ireland | 3:02:40 | third victory | [SEP] | 1987 | karen davidson | united kingdom | 2:45:30 | course record | [SEP] | 1988 | karen davidson | united kingdom | 2:41:45 | course record | [SEP] | 1989 | josie cichockyj | united kingdom | 3:03:54 |  | [SEP] | 1990 | connie hansen | denmark | 2:10:25 | course record | [SEP] | 1991 | connie hansen | denmark | 2:04:40 | course record ; second victory | [SEP] | 1992 | tanni grey-thompson | united kingdom | 2:17:23 |  | [SEP] | 1993 | rose hill | united kingdom | 2:03:05 | course record | [SEP] | 1994 | tanni grey-thompson | united kingdom | 2:08:26 | second victory | [SEP] | 1995 | rose hill | united kingdom | 2:17:02 | second victory | [SEP] | 1996 | tanni grey-thompson | united kingdom | 2:00:10 | course record ; third victory | [SEP] | 1997 | monica wetterstrom | sweden | 1:49:09 | course record | [SEP] | 1998 | tanni grey | united kingdom | 2:02:01 | fourth victory | [SEP] | 1999 | monica wetterstrom | sweden | 1:57:38 | second victory | [SEP] | 2000 | sarah piercy | united kingdom | 2:23:30 |  | [SEP] | 2001 | tanni grey-thompson | united kingdom | 2:13:55 | fifth victory |,"what type of monarchy is the nation whose athlete won marathons including the leeds , gloucester , ottawa and brussels marathons ? constitutional"
1,"[TAB] col: | rank | company | headquarters | industry | employees | reference date | [SEP] | 1 | iss | copenhagen , denmark | facility management | 534,500 | 2011 | [SEP] | 2 | securitas | stockholm , sweden | security services | 335,945 | 2016 | [SEP] | 3 | nokia | espoo , finland | technology | 130,050 | 2011 | [SEP] | 4 | a.p . møller-maersk | copenhagen , denmark | transportation | 117,080 | 2011 | [SEP] | 5 | ericsson | stockholm , sweden | telecommunication | 104,525 | 2011 | [SEP] | 6 | volvo | gothenburg , sweden | automotive | 98,162 | 2011 | [SEP] | 7 | h & m | stockholm , sweden | retailing | 64,874 | 2011 | [SEP] | 8 | electrolux | stockholm , sweden | manufacturing | 52,916 | 2011 | [SEP] | 9 | skanska | stockholm , sweden | construction | 52,557 | 2011 | [SEP] | 10 | sandvik | sandviken , sweden | capital goods | 50,030 | 2011 |",what year was the nordic company with the fewest number more employees than a.p . møller-maersk founded ? 1865
1,"[TAB] col: | rank | film | year | director | studio ( s ) | worldwide gross | [SEP] | 1 | dangal | 2016 | nitesh tiwari | aamir khan productions utv motion pictures walt disney studios india | ₹2,024 crore ( us $ 311 million ) | [SEP] | 2 | bajrangi bhaijaan | 2015 | kabir khan | salman khan films kabir khan films eros international | ₹969.06 crore ( us $ 150 million ) | [SEP] | 3 | secret superstar | 2017 | advait chandan | aamir khan productions | ₹966.86 crore ( us $ 154 million ) | [SEP] | 4 | pk | 2014 | rajkumar hirani | vinod chopra films rajkumar hirani films | ₹832 crore ( us $ 140 million ) | [SEP] | 5 | sultan | 2016 | ali abbas zafar | yash raj films | ₹623.33 crore ( us $ 96 million ) | [SEP] | 6 | sanju | 2018 | rajkumar hirani | rajkumar hirani films vinod chopra films | ₹586.85 crore ( us $ 90.12 million | [SEP] | 7 | padmaavat | 2018 | sanjay leela bhansali | bhansali productions viacom 18 motion pictures | ₹585 crore ( us $ 90 million ) | [SEP] | 8 | tiger zinda hai | 2018 | ali abbas zafar | yash raj films | ₹565.1 crore ( us $ 87.32 million ) | [SEP] | 9 | dhoom 3 | 2013 | vijay krishna acharya | yash raj films | ₹ 556 crore ( us $ 101 million ) | [SEP] | 10 | war | 2019 | siddharth anand | yash raj films | ₹ 474.79 crore ( us $ 67 million ) |",what was the title of the film ( s ) by the director who is known for directing the blockbuster bharat ? sultan
1,[TAB] col: | conference | school | appearance | last bid | [SEP] | america east | vermont | 5th | 2010 | [SEP] | atlantic 10 | st. bonaventure | 6th | 2000 | [SEP] | acc | florida state | 14th | 2011 | [SEP] | atlantic sun | belmont | 5th | 2011 | [SEP] | big 12 | missouri | 25th | 2011 | [SEP] | big east | louisville | 38th | 2011 | [SEP] | big sky | montana | 9th | 2010 | [SEP] | big south | unc asheville | 3rd | 2011 | [SEP] | big ten | michigan state | 26th | 2011 | [SEP] | big west | long beach state | 6th | 2007 | [SEP] | colonial | vcu | 12th | 2011 | [SEP] | c-usa | memphis | 24th | 2011 | [SEP] | horizon | detroit | 6th | 1999 | [SEP] | ivy league | harvard | 2nd | 1946 | [SEP] | maac | loyola ( md ) | 2nd | 1994 | [SEP] | mac | ohio | 12th | 2010 | [SEP] | meac | norfolk state | 1st | never | [SEP] | missouri valley | creighton | 17th | 2007 | [SEP] | mountain west | new mexico | 13th | 2010 | [SEP] | northeast | long island | 5th | 2011 |,which city did the conference of florida state host their 2012 men 's basketball tournament ? atlanta
1,[TAB] col: | route | length ( mi ) | length ( km ) | from | via | to | [SEP] | cr 200 | 2.97 | 4.78 | cr 201 / cr 202 in walworth | north lincoln road | ny 104 in ontario | [SEP] | cr 201 | 4.36 | 7.02 | monroe county line ( becomes cr 11 ) | plank road in walworth | ny 350 | [SEP] | cr 203 | 4.33 | 6.97 | monroe county line | atlantic avenue in walworth | ny 350 | [SEP] | cr 205 | 1.00 | 1.61 | ny 350 / ny 441 | penfield-walworth road in walworth | cr 207 / cr 208 | [SEP] | cr 205a | 3.65 | 5.87 | ny 441 in walworth | gananda parkway | eddy road in macedon | [SEP] | cr 206 | 1.50 | 2.41 | ny 31 / cr 306 | north wayneport road in macedon | cr 206a | [SEP] | cr 207 | 4.40 | 7.08 | cr 205 / cr 208 in walworth | walworth-marion road and buffalo street | cr 216 in marion | [SEP] | cr 208 | 5.69 | 9.16 | ny 31 in macedon | walworth road | cr 205 / cr 207 in walworth | [SEP] | cr 209 | 3.22 | 5.18 | ny 350 in macedon | macedon center road | cr 210 in palmyra | [SEP] | cr 214 | 1.30 | 2.09 | cr 207 | dean road in marion | cr 212 | [SEP] | cr 215 | 2.35 | 3.78 | cr 218 in marion | owls nest road | cr 228 / cr 229 in sodus | [SEP] | cr 216 | 1.63 | 2.62 | ny 21 | main street in marion | ny 21 |,"what is the name of the route that goes via the location whose population was 9,449 at the 2010 census ? cr 202"
1,[TAB] col: | club | winners | runner-up | [SEP] | maccabi tel aviv | 6 | 2 | [SEP] | hapoel tel aviv | 5 | 3 | [SEP] | maccabi netanya | 5 | - | [SEP] | maccabi haifa | 3 | 2 | [SEP] | hapoel be'er sheva | 3 | 2 | [SEP] | beitar jerusalem | 2 | 4 | [SEP] | bnei yehuda | 1 | 4 | [SEP] | hapoel kfar saba | 1 | 3 | [SEP] | hapoel haifa | 1 | 2 | [SEP] | hakoah ramat gan | 1 | 2 | [SEP] | hapoel petah tikva | 1 | 1 | [SEP] | hapoel lod | 1 | - | [SEP] | ironi kiryat shmona | 1 | - | [SEP] | hapoel yehud | - | 1 | [SEP] | maccabi jaffa | - | 1 |,"how many winners resulted from the club that has won twelve league titles , six state cups and four toto cups ? 3"
1,"[TAB] col: | title | release date | original game publisher | [SEP] | front mission | december 20 , 1994 | squaresoft | [SEP] | front mission series : gun hazard | october 21 , 1995 | squaresoft | [SEP] | forbidden siren | february 9 , 2006 | sony | [SEP] | yakuza : like a dragon | march 3 , 2007 | sega | [SEP] | higurashi no naku koro ni | may 10 , 2008 | 07th expansion | [SEP] | higurashi no naku koro ni chikai | april 18 , 2008 | 07th expansion | [SEP] | onechanbara | april 26 , 2008 | d3 | [SEP] | ace attorney | february 11 , 2012 | capcom | [SEP] | ao oni | july 5 , 2014 | noprops | [SEP] | gekijōban zero ( fatal frame ) | september 26 , 2014 | koei tecmo | [SEP] | ao oni ver2.0 | july 4 , 2015 | noprops | [SEP] | corpse party | august 1 , 2015 | kenix soft | [SEP] | corpse party book of shadows | july 30 , 2016 | kenix soft | [SEP] | house of neko atsume | april 8 , 2017 | hit-point co |","on which date was this film shown at the asian film festival , which was based on this video game series from the company headed by yuji ito ? june 25 , 2008"
1,[TAB] col: | season | player | school | position | class | [SEP] | 1986-87 | tommy amaker | duke | pg | senior | [SEP] | 1987-88 | billy king | duke | f | senior | [SEP] | 1988-89 | stacey augmon | unlv | sf | sophomore | [SEP] | 1989-90 | stacey augmon ( 2 ) | unlv | sf | junior | [SEP] | 1990-91 | stacey augmon ( 3 ) | unlv | sf | senior | [SEP] | 1991-92 | alonzo mourning | georgetown | c | senior | [SEP] | 1992-93 | grant hill | duke | sf | junior | [SEP] | 1993-94 | jim mcilvaine | marquette | c | senior | [SEP] | 1994-95 | tim duncan | wake forest | c | sophomore | [SEP] | 1995-96 | tim duncan ( 2 ) | wake forest | c | junior | [SEP] | 1996-97 | tim duncan * ( 3 ) | wake forest | c | senior | [SEP] | 1997-98 | steve wojciechowski | duke | sg | senior | [SEP] | 1998-99 | shane battier | duke | sf | sophomore | [SEP] | 1999-00 | shane battier ( 2 ) | duke | sf | junior | [SEP] | 1999-00 | kenyon martin * | cincinnati | c | senior | [SEP] | 2000-01 | shane battier * ( 3 ) | duke | sf | senior | [SEP] | 2001-02 | john linehan | providence | pg | senior | [SEP] | 2002-03 | emeka okafor | connecticut | c | sophomore | [SEP] | 2003-04 | emeka okafor ( 2 ) | connecticut | c | junior | [SEP] | 2004-05 | shelden williams | duke | pf | junior |,where is the home court of the university attended by jim mcilvaine ? fiserv forum
1,"[TAB] col: | mound | location | date | culture | notes | [SEP] | bynum mound and village site | chickasaw county , mississippi | 100 bce to 100 ce | miller culture ( part of the hopewell tradition ) | a middle woodland period archaeological site located near houston , mississippi . the | [SEP] | carl potter mound | champaign county , ohio | ? | ? | also known as the hodge mound ii , it is located | [SEP] | conus | marietta earthworks , marietta , ohio | 100 bce to 500 ce | adena culture | the conical great mound at mound cemetery is part of a | [SEP] | criel mound | south charleston , west virginia | 250 to 150 bce | adena culture | located in south charleston , west virginia , the mound lies | [SEP] | crooks mound | la salle parish , louisiana | 100 bce to 400 ce | early marksville culture | a large marksville culture mound site in la salle parish in south central | [SEP] | grave creek mound | moundsville , west virginia | 250 to 150 bce | adena culture | at 69 feet ( 21 m ) high and 295 feet | [SEP] | grand gulf mound | claiborne county , mississippi | 50 to 150 ce | marksville culture | an early marksville culture site located near port gibson in claiborne county | [SEP] | miamisburg mound | miamisburg , ohio | 800 bce to 100 ce | adena culture | the largest conical mound in the state of ohio , constructed by | [SEP] | mound city | chillicothe , ohio | 200 bce to 500 ce | ohio hopewell culture | located on ohio highway 104 approximately four miles north of chillico | [SEP] | pinson mounds mounds 6 , 12 , and | madison county , tennessee | 100 to 300 ce | miller culture | a mound complex which includes mounds , a geometric enclosure |","some of the mounds in the grouping officially listed as being `` 1 to 500 ce '' could actually be how old ? 1,500-2,000 years"
1,[TAB] col: | name | class year ( s ) | degree ( s ) | notability | [SEP] | jay s. bybee | 1977 1980 | b.a . j.d . ( clark ) | u.s . circuit judge for the u.s. court of | [SEP] | thomas b. griffith | 1978 | b.a | u.s . circuit judge for the u.s. court of | [SEP] | kent a. jordan | 1981 | b.a | u.s . circuit judge for the u.s. court of | [SEP] | monroe g. mckay | 1957 | b.s | former chief u.s . circuit judge for the u.s. | [SEP] | ryan d. nelson | 1996 1999 | b.a . j.d . ( clark ) | u.s . circuit judge for the u.s. court of | [SEP] | richard paez | 1969 | b.a | u.s . circuit judge for the u.s. court of | [SEP] | randall ray rader | 1974 | b.a | former chief u.s . circuit judge for the united states court of | [SEP] | milan smith | 1966 | b.a | u.s . circuit judge for the u.s. court of | [SEP] | n. randy smith | 1974 1977 | b.a . j.d . ( clark ) | u.s . circuit judge for the u.s. court of |,who is the youngest alumni with a j.d . ? ryan d. nelson
